id,disp_life2,life1,life1color,life2,life2color,next_maintenance_date,opm_color,proposal,used_color,used_year,disp_result,is_red
4,0,46.67,#90EE90,73.33,#006400,2021-11-05 00:00:00.0000000,#006400,1,#90EE90,8,NULL,NULL
14,0,33.33,#90EE90,66.67,#006400,2020-11-05 00:00:00.0000000,#006400,1,#90EE90,8,NULL,NULL
24,0,33.33,#90EE90,66.67,#006400,2019-08-07 00:00:00.0000000,#006400,1,#90EE90,8,NULL,NULL
29,1,13.33,#FFFF00,56.67,#006400,2019-04-04 00:00:00.0000000,#006400,1,#90EE90,8,NULL,NULL
34,1,13.33,#FFFF00,56.67,#006400,2019-04-04 00:00:00.0000000,#006400,1,#90EE90,8,NULL,NULL
39,0,97.07,#006400,98.53,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
44,0,97.07,#006400,98.53,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
49,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
54,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
59,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
64,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
69,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
74,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
79,0,98.67,#006400,99.33,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
94,0,98.53,#006400,99.27,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
99,0,98.53,#006400,99.27,#006400,2034-05-13 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
104,0,99.2,#006400,99.6,#006400,2034-05-16 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
109,0,99.2,#006400,99.6,#006400,2034-05-16 00:00:00.0000000,#006400,1,#90EE90,8.5,NULL,NULL
114,0,98.76,#006400,99.38,#006400,2033-07-15 00:00:00.0000000,#006400,1,#90EE90,9.3,NULL,NULL
119,1,13.33,#FFFF00,56.67,#006400,2019-06-19 00:00:00.0000000,#006400,0,#006400,3,NULL,NULL
124,1,13.33,#FFFF00,56.67,#006400,2019-04-06 00:00:00.0000000,#006400,1,#90EE90,9,NULL,NULL
139,0,40,#90EE90,70,#006400,2018-05-16 16:11:22.2080000,#90EE90,1,#90EE90,8,success,0
143,0,38.67,#90EE90,69.33,#006400,2018-05-16 16:31:24.8860000,#90EE90,1,#90EE90,8,success,0
148,0,40,#90EE90,70,#006400,2018-05-16 16:33:34.0760000,#90EE90,1,#90EE90,8,success,0
155,0,93.33,#006400,96.67,#006400,2018-05-16 16:38:53.0060000,#90EE90,1,#90EE90,8,success,0
163,0,33.33,#90EE90,66.67,#006400,2018-05-17 07:16:22.7120000,#90EE90,1,#90EE90,8,success,0
170,0,40,#90EE90,70,#006400,2018-05-17 07:22:26.7830000,#90EE90,1,#90EE90,8,success,0
176,0,94,#006400,97,#006400,2018-05-17 07:23:56.9280000,#90EE90,1,#90EE90,8,success,0
182,0,40,#90EE90,70,#006400,2018-05-17 07:27:10.3560000,#90EE90,1,#90EE90,8,success,0
188,0,99.4,#006400,99.7,#006400,2018-05-17 07:28:08.3590000,#90EE90,1,#90EE90,8,success,0
196,0,99.4,#006400,99.7,#006400,2018-05-17 07:36:16.4060000,#90EE90,1,#90EE90,8,success,0
202,0,46.67,#90EE90,73.33,#006400,2018-05-17 07:37:49.2470000,#90EE90,1,#90EE90,8,success,0
208,0,94,#006400,97,#006400,2018-05-17 07:56:10.8220000,#90EE90,1,#90EE90,8,success,0
214,0,40,#90EE90,70,#006400,2018-05-17 07:59:20.8370000,#90EE90,1,#90EE90,8,success,0
220,0,40,#90EE90,70,#006400,2018-05-17 08:01:05.8790000,#90EE90,1,#90EE90,8,success,0
226,0,40,#90EE90,70,#006400,2018-05-17 08:08:39.8390000,#90EE90,1,#90EE90,8,success,0
232,0,40,#90EE90,70,#006400,2018-05-17 08:10:51.8190000,#90EE90,1,#90EE90,8,success,0
238,0,33.33,#90EE90,66.67,#006400,2018-05-17 08:12:21.2920000,#90EE90,1,#90EE90,8,success,0
244,0,40,#90EE90,70,#006400,2018-05-17 08:13:27.2910000,#90EE90,1,#90EE90,8,success,0
250,0,40,#90EE90,70,#006400,2018-05-17 08:14:47.7890000,#90EE90,1,#90EE90,8,success,0
262,0,46.67,#90EE90,73.33,#006400,2018-05-17 08:49:29.6580000,#90EE90,1,#90EE90,8,success,0
298,0,94,#006400,97,#006400,2018-05-17 09:10:17.7800000,#90EE90,1,#90EE90,8,success,0
302,0,40,#90EE90,70,#006400,2018-05-17 09:13:01.9690000,#90EE90,1,#90EE90,8,success,0
306,0,40,#90EE90,70,#006400,2018-05-17 09:16:14.0860000,#90EE90,1,#90EE90,8,success,0
310,0,33.33,#90EE90,66.67,#006400,2018-05-17 09:17:50.4420000,#90EE90,1,#90EE90,8,success,0
314,0,99.33,#006400,99.67,#006400,2018-05-17 09:20:06.6940000,#90EE90,1,#90EE90,8,success,0
318,0,40,#90EE90,70,#006400,2018-05-17 09:22:11.7950000,#90EE90,1,#90EE90,8,success,0
322,0,40,#90EE90,70,#006400,2018-05-17 09:35:06.9810000,#90EE90,1,#90EE90,8,success,0
330,0,40,#90EE90,70,#006400,2018-05-17 09:53:59.2120000,#90EE90,1,#90EE90,8,success,0
332,0,40,#90EE90,70,#006400,2018-05-17 09:54:37.6060000,#90EE90,1,#90EE90,8,success,0
376,0,95,#006400,97.5,#006400,2018-05-17 11:24:21.3730000,#90EE90,2,#FFFF00,16.8,success,0
384,0,55,#006400,77.5,#006400,2018-05-17 14:06:10.4210000,#90EE90,2,#FFFF00,17.2,success,0
394,0,55,#006400,77.5,#006400,2018-05-17 14:34:31.0680000,#90EE90,2,#FFFF00,17.2,success,0
401,0,86.67,#006400,93.33,#006400,2018-05-17 17:32:42.4490000,#90EE90,1,#90EE90,8,success,0
406,0,86.67,#006400,93.33,#006400,2018-05-17 17:48:10.5970000,#90EE90,1,#90EE90,8,success,0
408,0,86.67,#006400,93.33,#006400,2018-05-17 17:48:44.4190000,#90EE90,1,#90EE90,8,success,0
422,0,55,#006400,77.5,#006400,2018-05-20 10:42:58.4630000,#90EE90,2,#FFFF00,17.2,success,0
430,0,50,#90EE90,75,#006400,2018-05-21 08:56:59.3260000,#90EE90,0,#006400,2.2,success,0
462,0,93.33,#006400,96.67,#006400,2018-05-22 09:25:21.0290000,#90EE90,0,#006400,1.5,success,0
464,0,93.33,#006400,96.67,#006400,2018-05-22 09:25:31.5130000,#90EE90,0,#006400,1.5,success,0
466,0,93.33,#006400,96.67,#006400,2018-05-22 09:25:52.1020000,#90EE90,0,#006400,1.5,success,0
468,0,93.33,#006400,96.67,#006400,2018-05-22 09:25:52.1180000,#90EE90,0,#006400,1.5,success,0
470,0,93.33,#006400,96.67,#006400,2018-05-22 09:25:55.9960000,#90EE90,0,#006400,1.5,success,0
472,0,93.33,#006400,96.67,#006400,2018-05-22 09:26:10.0130000,#90EE90,0,#006400,1.5,success,0
474,0,93.33,#006400,96.67,#006400,2018-05-22 09:26:10.0600000,#90EE90,0,#006400,1.5,success,0
476,0,93.33,#006400,96.67,#006400,2018-05-22 09:26:10.0760000,#90EE90,0,#006400,1.5,success,0
478,0,93.33,#006400,96.67,#006400,2018-05-22 09:26:10.0910000,#90EE90,0,#006400,1.5,success,0
493,0,95,#006400,97.5,#006400,2018-05-22 09:29:46.7760000,#90EE90,0,#006400,1.7,success,0
495,0,95,#006400,97.5,#006400,2018-05-22 09:29:50.5270000,#90EE90,0,#006400,1.7,success,0
504,0,65,#006400,82.5,#006400,2018-05-22 09:51:59.7310000,#90EE90,0,#006400,0,success,0
507,0,95,#006400,97.5,#006400,2018-05-22 09:52:29.4700000,#90EE90,0,#006400,1.5,success,0
512,0,55,#006400,77.5,#006400,2018-05-22 09:53:24.8760000,#90EE90,0,#006400,0,success,0
521,0,55,#006400,77.5,#006400,2018-05-22 10:42:55.8770000,#90EE90,0,#006400,0,success,0
531,0,80,#006400,90,#006400,2018-05-22 10:45:43.7060000,#90EE90,0,#006400,0,success,0
558,0,80,#006400,90,#006400,2018-05-22 10:47:35.4510000,#90EE90,0,#006400,0,success,0
560,0,80,#006400,90,#006400,2018-05-22 10:47:36.6990000,#90EE90,0,#006400,0,success,0
562,0,80,#006400,90,#006400,2018-05-22 10:47:37.4180000,#90EE90,0,#006400,0,success,0
564,0,80,#006400,90,#006400,2018-05-22 10:47:38.5290000,#90EE90,0,#006400,0,success,0
566,0,80,#006400,90,#006400,2018-05-22 10:47:38.7970000,#90EE90,0,#006400,0,success,0
568,0,80,#006400,90,#006400,2018-05-22 10:47:38.8910000,#90EE90,0,#006400,0,success,0
572,0,95,#006400,97.5,#006400,2018-05-22 11:05:58.5580000,#90EE90,0,#006400,1.6,success,0
577,0,35,#90EE90,67.5,#006400,2018-05-22 14:38:22.5590000,#90EE90,0,#006400,4,success,0
584,0,60,#006400,80,#006400,2018-05-23 07:15:11.8090000,#90EE90,2,#FFFF00,15.9,success,0
592,0,95,#006400,97.5,#006400,2018-05-23 09:50:17.2390000,#90EE90,2,#FFFF00,16.8,success,0
600,0,98.67,#006400,99.33,#006400,2018-05-23 11:13:41.2280000,#90EE90,0,#006400,0.6,success,0
604,0,92.16,#006400,96.08,#006400,2018-05-23 11:14:27.3220000,#90EE90,0,#006400,0.6,success,0
612,1,0,#FF0000,50,#90EE90,2018-05-23 12:54:15.0950000,#90EE90,3,#006400,0.3,error,1
616,0,25.33,#90EE90,62.67,#006400,2018-05-23 14:58:23.7180000,#90EE90,0,#006400,2,success,0
618,1,12,#FFFF00,56,#006400,2018-05-23 14:58:36.9130000,#90EE90,0,#006400,2,warn,0
621,1,12,#FFFF00,56,#006400,2018-05-23 15:03:34.7460000,#90EE90,0,#006400,2,warn,0
628,0,80,#006400,90,#006400,2018-05-25 16:23:14.6000000,#90EE90,0,#006400,0.6,success,0
636,0,90,#006400,95,#006400,2018-05-27 20:44:20.9530000,#90EE90,1,#90EE90,9.1,success,0
648,1,0,#FF0000,50,#90EE90,2018-05-27 21:44:53.6170000,#90EE90,3,#006400,1.6,error,1
650,1,2.67,#FF0000,51.33,#006400,2018-05-27 21:45:56.4060000,#90EE90,3,#006400,1.6,error,1
652,1,0,#FF0000,50,#90EE90,2018-05-27 21:49:18.2080000,#90EE90,3,#006400,1.6,error,1
658,0,50,#90EE90,75,#006400,2018-05-28 09:09:01.1100000,#90EE90,1,#90EE90,8.6,success,0
666,1,0,#FF0000,37.5,#90EE90,2018-05-28 09:12:21.1740000,#90EE90,3,#90EE90,8.6,error,1
671,0,90,#006400,95,#006400,2018-05-28 09:14:29.4720000,#90EE90,1,#90EE90,8.6,success,0
681,0,70,#006400,85,#006400,2018-05-28 11:02:50.5000000,#90EE90,1,#90EE90,9.6,success,0
723,0,90,#006400,95,#006400,2018-05-28 16:20:15.9670000,#90EE90,0,#006400,0.8,success,0
729,0,98,#006400,99,#006400,2018-05-28 16:21:19.8710000,#90EE90,0,#006400,0.8,success,0
749,0,99.8,#006400,99.9,#006400,2018-05-28 16:26:20.4540000,#90EE90,0,#006400,1.3,success,0
796,1,0,#FF0000,0,#FF0000,2018-05-29 12:30:07.2190000,#FF0000,3,#90EE90,7.6,error,1
800,1,0,#FF0000,0,#FF0000,2018-05-29 12:41:04.6210000,#FF0000,3,#90EE90,7.6,error,1
820,0,86.67,#006400,93.33,#006400,2018-05-30 11:23:41.4590000,#90EE90,0,#006400,4.8,success,0
822,1,0,#FF0000,33.33,#90EE90,2018-05-30 11:24:05.1750000,#90EE90,3,#90EE90,6.8,error,1
826,0,97.5,#006400,98.75,#006400,2018-05-30 13:51:00.1660000,#90EE90,1,#90EE90,8,success,0
833,0,97.67,#006400,98.84,#006400,2018-05-30 13:59:31.9900000,#90EE90,1,#90EE90,8,success,0
835,0,97.67,#006400,98.84,#006400,2018-05-30 13:59:44.8100000,#90EE90,1,#90EE90,8,success,0
843,1,0,#FF0000,33.33,#90EE90,2018-05-30 16:28:19.4890000,#90EE90,3,#006400,0.2,error,1
845,0,86.67,#006400,93.33,#006400,2018-05-30 16:28:53.0120000,#90EE90,0,#006400,0.2,success,0
849,0,86.67,#006400,93.33,#006400,2018-05-30 17:41:45.7020000,#90EE90,0,#006400,3.8,success,0
851,1,0,#FF0000,33.33,#90EE90,2018-05-30 17:42:32.0410000,#90EE90,3,#90EE90,5.8,error,1
855,0,99.88,#006400,99.94,#006400,2018-05-30 17:52:21.0110000,#90EE90,1,#90EE90,6.9,success,0
862,0,99.88,#006400,99.94,#006400,2018-05-31 09:38:55.2250000,#90EE90,1,#90EE90,6.9,success,0
871,0,98.95,#006400,99.48,#006400,2018-05-31 09:46:55.0840000,#90EE90,1,#90EE90,5.8,success,0
873,0,98.95,#006400,99.48,#006400,2018-05-31 09:47:37.3600000,#90EE90,1,#90EE90,5.8,success,0
878,0,97,#006400,98.5,#006400,2018-05-31 09:52:48.7560000,#90EE90,1,#90EE90,5.8,success,0
887,0,96,#006400,98,#006400,2018-05-31 09:57:54.3950000,#90EE90,1,#90EE90,5.8,success,0
892,0,97.33,#006400,98.67,#006400,2018-05-31 10:12:55.9870000,#90EE90,1,#90EE90,5.8,success,0
897,0,96,#006400,98,#006400,2018-05-31 10:15:03.0000000,#90EE90,1,#90EE90,6.1,success,0
902,0,96,#006400,98,#006400,2018-05-31 10:17:28.4650000,#90EE90,1,#90EE90,5.8,success,0
904,0,96,#006400,98,#006400,2018-05-31 10:17:31.2820000,#90EE90,1,#90EE90,5.8,success,0
906,0,96,#006400,98,#006400,2018-05-31 10:17:32.0680000,#90EE90,1,#90EE90,5.8,success,0
908,0,96,#006400,98,#006400,2018-05-31 10:17:32.5430000,#90EE90,1,#90EE90,5.8,success,0
910,0,96,#006400,98,#006400,2018-05-31 10:17:34.8130000,#90EE90,1,#90EE90,5.8,success,0
912,0,96,#006400,98,#006400,2018-05-31 10:17:35.3800000,#90EE90,1,#90EE90,5.8,success,0
914,0,96,#006400,98,#006400,2018-05-31 10:17:35.9620000,#90EE90,1,#90EE90,5.8,success,0
916,0,96,#006400,98,#006400,2018-05-31 10:17:36.3060000,#90EE90,1,#90EE90,5.8,success,0
918,0,96,#006400,98,#006400,2018-05-31 10:17:36.4940000,#90EE90,1,#90EE90,5.8,success,0
920,0,96,#006400,98,#006400,2018-05-31 10:17:36.6840000,#90EE90,1,#90EE90,5.8,success,0
922,0,96,#006400,98,#006400,2018-05-31 10:17:36.8710000,#90EE90,1,#90EE90,5.8,success,0
924,0,96,#006400,98,#006400,2018-05-31 10:17:38.0840000,#90EE90,1,#90EE90,5.8,success,0
926,0,96,#006400,98,#006400,2018-05-31 10:17:38.3960000,#90EE90,1,#90EE90,5.8,success,0
928,0,96,#006400,98,#006400,2018-05-31 10:17:38.4900000,#90EE90,1,#90EE90,5.8,success,0
930,0,96,#006400,98,#006400,2018-05-31 10:17:38.5840000,#90EE90,1,#90EE90,5.8,success,0
932,0,96,#006400,98,#006400,2018-05-31 10:17:38.7720000,#90EE90,1,#90EE90,5.8,success,0
934,0,96,#006400,98,#006400,2018-05-31 10:17:38.9450000,#90EE90,1,#90EE90,5.8,success,0
936,0,96,#006400,98,#006400,2018-05-31 10:17:39.1170000,#90EE90,1,#90EE90,5.8,success,0
938,0,96,#006400,98,#006400,2018-05-31 10:17:39.2730000,#90EE90,1,#90EE90,5.8,success,0
940,0,96,#006400,98,#006400,2018-05-31 10:17:43.5270000,#90EE90,1,#90EE90,5.8,success,0
942,0,96,#006400,98,#006400,2018-05-31 10:17:44.1880000,#90EE90,1,#90EE90,5.8,success,0
944,0,96,#006400,98,#006400,2018-05-31 10:17:44.7510000,#90EE90,1,#90EE90,5.8,success,0
946,0,96,#006400,98,#006400,2018-05-31 10:17:45.5410000,#90EE90,1,#90EE90,5.8,success,0
948,0,96,#006400,98,#006400,2018-05-31 10:17:45.9970000,#90EE90,1,#90EE90,5.8,success,0
950,0,96,#006400,98,#006400,2018-05-31 10:17:46.3900000,#90EE90,1,#90EE90,5.8,success,0
965,0,96,#006400,98,#006400,2018-05-31 10:18:30.0030000,#90EE90,1,#90EE90,5.8,success,0
967,0,96,#006400,98,#006400,2018-05-31 10:18:31.0140000,#90EE90,1,#90EE90,5.8,success,0
969,0,96,#006400,98,#006400,2018-05-31 10:18:31.4830000,#90EE90,1,#90EE90,5.8,success,0
971,0,96,#006400,98,#006400,2018-05-31 10:18:31.8430000,#90EE90,1,#90EE90,5.8,success,0
973,0,96,#006400,98,#006400,2018-05-31 10:18:31.8900000,#90EE90,1,#90EE90,5.8,success,0
975,0,96,#006400,98,#006400,2018-05-31 10:18:32.2490000,#90EE90,1,#90EE90,5.8,success,0
977,0,96,#006400,98,#006400,2018-05-31 10:18:32.8430000,#90EE90,1,#90EE90,5.8,success,0
979,0,96,#006400,98,#006400,2018-05-31 10:18:32.9680000,#90EE90,1,#90EE90,5.8,success,0
981,0,96,#006400,98,#006400,2018-05-31 10:18:33.1720000,#90EE90,1,#90EE90,5.8,success,0
983,0,96,#006400,98,#006400,2018-05-31 10:18:33.3140000,#90EE90,1,#90EE90,5.8,success,0
985,0,96,#006400,98,#006400,2018-05-31 10:18:33.4760000,#90EE90,1,#90EE90,5.8,success,0
987,0,96,#006400,98,#006400,2018-05-31 10:18:33.6320000,#90EE90,1,#90EE90,5.8,success,0
989,0,96,#006400,98,#006400,2018-05-31 10:18:33.7900000,#90EE90,1,#90EE90,5.8,success,0
991,0,96,#006400,98,#006400,2018-05-31 10:18:33.9480000,#90EE90,1,#90EE90,5.8,success,0
993,0,96,#006400,98,#006400,2018-05-31 10:18:35.1880000,#90EE90,1,#90EE90,5.8,success,0
995,0,96,#006400,98,#006400,2018-05-31 10:18:35.3320000,#90EE90,1,#90EE90,5.8,success,0
997,0,96,#006400,98,#006400,2018-05-31 10:18:35.4740000,#90EE90,1,#90EE90,5.8,success,0
999,0,96,#006400,98,#006400,2018-05-31 10:18:36.3750000,#90EE90,1,#90EE90,5.8,success,0
1001,0,96,#006400,98,#006400,2018-05-31 10:18:38.2290000,#90EE90,1,#90EE90,5.8,success,0
1007,0,96,#006400,98,#006400,2018-05-31 10:18:45.3460000,#90EE90,1,#90EE90,5.8,success,0
1009,0,96,#006400,98,#006400,2018-05-31 10:18:45.5670000,#90EE90,1,#90EE90,5.8,success,0
1011,0,96,#006400,98,#006400,2018-05-31 10:18:45.8960000,#90EE90,1,#90EE90,5.8,success,0
1013,0,96,#006400,98,#006400,2018-05-31 10:18:45.9340000,#90EE90,1,#90EE90,5.8,success,0
1015,0,96,#006400,98,#006400,2018-05-31 10:18:46.2460000,#90EE90,1,#90EE90,5.8,success,0
1017,0,96,#006400,98,#006400,2018-05-31 10:18:46.2770000,#90EE90,1,#90EE90,5.8,success,0
1019,0,96,#006400,98,#006400,2018-05-31 10:18:46.4020000,#90EE90,1,#90EE90,5.8,success,0
1021,0,96,#006400,98,#006400,2018-05-31 10:18:46.5900000,#90EE90,1,#90EE90,5.8,success,0
1023,0,96,#006400,98,#006400,2018-05-31 10:18:46.7460000,#90EE90,1,#90EE90,5.8,success,0
1027,0,98,#006400,99,#006400,2018-05-31 10:20:16.9760000,#90EE90,1,#90EE90,5.8,success,0
1029,0,98,#006400,99,#006400,2018-05-31 10:20:25.4950000,#90EE90,1,#90EE90,5.8,success,0
1034,1,13.33,#FFFF00,56.67,#006400,2018-05-31 10:26:28.7290000,#90EE90,0,#006400,1,warn,0
1041,0,99.88,#006400,99.94,#006400,2018-05-31 10:29:52.3720000,#90EE90,1,#90EE90,6.9,success,0
1050,0,20,#90EE90,60,#006400,2018-05-31 11:05:21.7040000,#90EE90,0,#006400,2,success,0
1052,1,13.33,#FFFF00,56.67,#006400,2018-05-31 11:05:42.9740000,#90EE90,0,#006400,2,warn,0
1061,0,95,#006400,97.5,#006400,2018-05-31 11:09:11.8090000,#90EE90,0,#006400,1.6,success,0
1066,0,91,#006400,95.5,#006400,2018-05-31 11:11:26.0220000,#90EE90,0,#006400,1.6,success,0
1071,0,85,#006400,92.5,#006400,2018-05-31 11:13:46.0870000,#90EE90,1,#90EE90,6.8,success,0
1076,1,13.33,#FFFF00,56.67,#006400,2018-05-31 11:44:45.2730000,#90EE90,0,#006400,2,warn,0
1083,0,98,#006400,99,#006400,2018-05-31 13:51:16.7070000,#90EE90,0,#006400,2.7,success,0
1087,0,98.75,#006400,99.38,#006400,2018-05-31 14:00:56.4590000,#90EE90,1,#90EE90,8,success,0
1096,0,98.75,#006400,99.38,#006400,2018-05-31 14:45:02.3250000,#90EE90,1,#90EE90,8,success,0
1100,0,98.33,#006400,99.17,#006400,2018-05-31 15:14:52.9720000,#90EE90,0,#006400,1.5,success,0
1104,0,97.5,#006400,98.75,#006400,2018-05-31 16:18:49.5170000,#90EE90,1,#90EE90,8,success,0
1111,0,99,#006400,99.44,#006400,2018-06-01 12:43:30.8770000,#90EE90,0,#006400,0.5,success,0
1118,0,99,#006400,99.44,#006400,2018-06-01 13:04:34.7640000,#90EE90,0,#006400,0.5,success,0
1120,0,99,#006400,99.44,#006400,2018-06-01 13:04:50.1240000,#90EE90,0,#006400,0.5,success,0
1122,0,99,#006400,99.44,#006400,2018-06-01 13:08:21.1880000,#90EE90,0,#006400,0.5,success,0
1127,0,99,#006400,99.44,#006400,2018-06-01 15:50:27.5010000,#90EE90,0,#006400,0.5,success,0
1133,0,98.3,#006400,99.15,#006400,2018-06-01 16:28:41.0180000,#90EE90,0,#006400,4.9,success,0
1137,0,87.5,#006400,93.75,#006400,2018-06-03 15:22:40.8660000,#90EE90,0,#006400,3.2,success,0
1145,0,87.5,#006400,93.75,#006400,2018-06-03 15:29:22.1140000,#90EE90,0,#006400,3.2,success,0
1211,0,80,#006400,86.67,#006400,2018-06-04 10:03:23.0250000,#90EE90,0,#006400,3.2,success,0
1225,0,80,#006400,86.67,#006400,2018-06-04 11:28:53.4700000,#90EE90,0,#006400,3.2,success,0
1227,0,40,#90EE90,60,#006400,2018-06-04 11:29:53.8380000,#90EE90,0,#006400,3.2,success,0
1229,1,10,#FFFF00,40,#90EE90,2018-06-04 11:30:26.8730000,#90EE90,0,#006400,3.2,warn,0
1231,0,90,#006400,93.33,#006400,2018-06-04 11:31:04.5440000,#90EE90,0,#006400,3.2,success,0
1235,0,50,#90EE90,75,#006400,2018-06-04 14:14:55.2480000,#90EE90,0,#006400,2,success,0
1237,0,50,#90EE90,75,#006400,2018-06-04 14:15:31.9060000,#90EE90,0,#006400,2,success,0
1239,0,99.17,#006400,99.58,#006400,2018-06-04 14:15:50.2540000,#90EE90,0,#006400,2,success,0
1243,0,80,#006400,90,#006400,2018-06-04 14:17:52.3890000,#90EE90,0,#006400,3.8,success,0
1245,0,99.17,#006400,99.58,#006400,2018-06-04 14:44:06.4990000,#90EE90,0,#006400,2,success,0
1247,0,99.17,#006400,99.58,#006400,2018-06-04 14:44:22.1140000,#90EE90,0,#006400,2,success,0
1249,0,99.17,#006400,99.58,#006400,2018-06-04 14:46:50.6820000,#90EE90,0,#006400,2,success,0
1251,0,99.17,#006400,99.58,#006400,2018-06-04 14:47:28.8590000,#90EE90,0,#006400,2,success,0
1253,0,80,#006400,88.89,#006400,2018-06-04 14:47:52.4210000,#90EE90,0,#006400,2,success,0
1255,0,80,#006400,88.89,#006400,2018-06-04 14:48:01.9770000,#90EE90,0,#006400,2,success,0
1257,0,80,#006400,88.89,#006400,2018-06-04 14:49:29.9310000,#90EE90,0,#006400,2,success,0
1259,0,80,#006400,88.89,#006400,2018-06-04 14:49:52.6510000,#90EE90,0,#006400,2,success,0
1261,0,80,#006400,88.89,#006400,2018-06-04 14:58:19.1500000,#90EE90,0,#006400,2,success,0
1263,1,0,#FF0000,44.44,#90EE90,2018-06-04 15:01:04.5660000,#90EE90,3,#006400,2,error,1
1265,1,0,#FF0000,44.44,#90EE90,2018-06-04 15:01:19.6780000,#90EE90,3,#006400,2,error,1
1267,0,98,#006400,98.89,#006400,2018-06-04 15:03:25.5660000,#90EE90,0,#006400,2,success,0
1269,0,99.9,#006400,99.94,#006400,2018-06-04 15:13:55.3600000,#90EE90,0,#006400,2,success,0
1273,0,99.9,#006400,99.94,#006400,2018-06-04 15:15:43.5720000,#90EE90,1,#90EE90,7.1,success,0
1275,0,99.9,#006400,99.94,#006400,2018-06-04 15:17:59.9260000,#90EE90,1,#90EE90,7.1,success,0
1279,1,12,#FFFF00,56,#006400,2018-06-05 13:47:45.0000000,#90EE90,0,#90EE90,5,warn,0
1286,0,50,#90EE90,75,#006400,2018-06-06 08:49:19.7610000,#90EE90,0,#006400,2.3,success,0
1301,1,13.33,#FFFF00,56.67,#006400,2018-06-06 11:34:20.5790000,#90EE90,0,#006400,3,warn,0
1308,0,73.33,#006400,86.67,#006400,2018-06-06 13:04:42.2510000,#90EE90,0,#006400,0.3,success,0
1310,0,73.33,#006400,86.67,#006400,2018-06-06 13:05:19.7930000,#90EE90,0,#006400,0.3,success,0
1321,0,90,#006400,93.33,#006400,2018-06-07 14:45:45.4150000,#90EE90,0,#006400,0,success,0
1331,1,13.33,#FFFF00,56.67,#006400,2018-06-07 15:17:47.4160000,#90EE90,0,#006400,2,warn,0
1338,0,96.63,#006400,98.31,#006400,2018-06-10 12:42:53.2070000,#90EE90,0,#006400,0.3,success,0
1345,0,97,#006400,98.5,#006400,2018-06-10 12:52:24.1860000,#90EE90,0,#006400,0.7,success,0
1349,0,98.56,#006400,99.28,#006400,2018-06-10 13:06:28.7820000,#90EE90,1,#90EE90,8.1,success,0
1351,1,9.48,#FF0000,54.74,#006400,2018-06-10 13:10:23.9620000,#90EE90,3,#90EE90,8.2,error,1
1357,0,99,#006400,99.44,#006400,2018-06-10 13:20:31.0040000,#90EE90,0,#006400,0.7,success,0
1359,0,90,#006400,94.44,#006400,2018-06-10 13:20:46.8350000,#90EE90,0,#006400,0.7,success,0
1363,0,90,#006400,94.44,#006400,2018-06-10 13:24:36.1600000,#90EE90,0,#006400,0.5,success,0
1365,0,83.33,#006400,91.67,#006400,2018-06-10 13:40:44.1950000,#90EE90,0,#006400,1.4,success,0
1372,0,90,#006400,94.44,#006400,2018-06-10 13:49:44.8890000,#90EE90,0,#006400,0.6,success,0
1385,0,85,#006400,92.5,#006400,2018-06-11 10:27:05.7310000,#90EE90,1,#90EE90,8.6,success,0
1387,0,85,#006400,92.5,#006400,2018-06-11 10:27:18.0100000,#90EE90,1,#90EE90,8.6,success,0
1391,0,85,#006400,92.5,#006400,2018-06-11 10:27:56.2510000,#90EE90,0,#006400,3.3,success,0
1469,0,90.67,#006400,95.33,#006400,2018-06-12 20:34:44.1080000,#90EE90,0,#006400,1.6,success,0
1471,0,90.67,#006400,95.33,#006400,2018-06-12 20:35:48.0470000,#90EE90,0,#006400,1.6,success,0
1477,1,0,#FF0000,0,#FF0000,2018-06-12 20:47:13.5480000,#FF0000,3,#006400,0.6,error,1
1479,0,100,#006400,100,#006400,2018-06-12 20:47:55.8620000,#90EE90,0,#006400,0.6,success,0
1481,1,0,#FF0000,0,#FF0000,2018-06-12 20:48:11.6180000,#FF0000,3,#006400,0.6,error,1
1483,0,70,#006400,85,#006400,2018-06-12 20:48:41.5070000,#90EE90,0,#006400,0.6,success,0
