id,disp_life2,life1,life1color,life2,life2color,next_maintenance_date,opm_color,proposal,used_color,used_year,disp_result,is_red
8873,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:14.9890000,#90EE90,0,#006400,1.9,success,0
8874,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:15.3170000,#90EE90,0,#006400,1.9,success,0
8875,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:15.5510000,#90EE90,0,#006400,1.9,success,0
8876,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:15.7860000,#90EE90,0,#006400,1.9,success,0
8877,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:16.1290000,#90EE90,0,#006400,1.9,success,0
8878,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:16.3330000,#90EE90,0,#006400,1.9,success,0
8879,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:16.4580000,#90EE90,0,#006400,1.9,success,0
8880,0,99.11,#006400,99.56,#006400,2019-02-12 16:32:18.3910000,#90EE90,0,#006400,1.9,success,0
8881,0,99.11,#006400,99.56,#006400,2019-02-12 16:33:05.6140000,#90EE90,0,#006400,1.9,success,0
8882,0,99.11,#006400,99.56,#006400,2019-02-12 16:33:06.7830000,#90EE90,0,#006400,1.9,success,0
8883,0,99.11,#006400,99.56,#006400,2019-02-12 16:33:06.9550000,#90EE90,0,#006400,1.9,success,0
8884,0,99.11,#006400,99.56,#006400,2019-02-12 16:33:07.1450000,#90EE90,0,#006400,1.9,success,0
8885,0,99.65,#006400,99.83,#006400,2019-02-12 16:34:01.2410000,#90EE90,0,#006400,2,success,0
8886,0,99.25,#006400,99.63,#006400,2019-02-12 16:36:52.1270000,#90EE90,0,#006400,1.9,success,0
8887,0,99.25,#006400,99.63,#006400,2019-02-12 16:36:53.5020000,#90EE90,0,#006400,1.9,success,0
8888,0,99.25,#006400,99.63,#006400,2019-02-12 16:36:54.1910000,#90EE90,0,#006400,1.9,success,0
8889,0,99.25,#006400,99.63,#006400,2019-02-12 16:37:18.2530000,#90EE90,0,#006400,1.9,success,0
8890,0,99.57,#006400,99.78,#006400,2019-02-12 16:39:09.8620000,#90EE90,0,#006400,1.9,success,0
8891,0,99.57,#006400,99.78,#006400,2019-02-12 16:39:10.9070000,#90EE90,0,#006400,1.9,success,0
8892,0,99.57,#006400,99.78,#006400,2019-02-12 16:39:11.4400000,#90EE90,0,#006400,1.9,success,0
8893,0,99.57,#006400,99.78,#006400,2019-02-12 16:39:11.7710000,#90EE90,0,#006400,1.9,success,0
8894,0,99.67,#006400,99.83,#006400,2019-02-12 16:41:49.2160000,#90EE90,0,#006400,1.9,success,0
8895,0,99.67,#006400,99.83,#006400,2019-02-12 16:41:58.5370000,#90EE90,0,#006400,1.9,success,0
8896,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:53.4050000,#90EE90,0,#006400,1.7,success,0
8897,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:54.5200000,#90EE90,0,#006400,1.7,success,0
8898,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:55.5040000,#90EE90,0,#006400,1.7,success,0
8899,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:55.6940000,#90EE90,0,#006400,1.7,success,0
8900,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:55.9130000,#90EE90,0,#006400,1.7,success,0
8901,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:56.1160000,#90EE90,0,#006400,1.7,success,0
8902,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:56.3270000,#90EE90,0,#006400,1.7,success,0
8903,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:56.5900000,#90EE90,0,#006400,1.7,success,0
8904,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:57.6180000,#90EE90,0,#006400,1.7,success,0
8905,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:57.8020000,#90EE90,0,#006400,1.7,success,0
8906,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:58.0220000,#90EE90,0,#006400,1.7,success,0
8907,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:58.2890000,#90EE90,0,#006400,1.7,success,0
8908,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:58.5070000,#90EE90,0,#006400,1.7,success,0
8909,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:58.7100000,#90EE90,0,#006400,1.7,success,0
8910,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:58.8820000,#90EE90,0,#006400,1.7,success,0
8911,0,99.37,#006400,99.69,#006400,2019-02-12 16:43:59.2260000,#90EE90,0,#006400,1.7,success,0
8912,0,99.57,#006400,99.78,#006400,2019-02-12 16:48:16.4180000,#90EE90,0,#006400,1.7,success,0
8913,0,99.69,#006400,99.84,#006400,2019-02-12 16:50:02.0740000,#90EE90,0,#006400,1.9,success,0
8914,0,99.64,#006400,99.82,#006400,2019-02-12 16:53:03.3810000,#90EE90,0,#006400,1.9,success,0
8915,0,99.24,#006400,99.62,#006400,2019-02-12 16:55:42.2990000,#90EE90,0,#006400,1.9,success,0
8916,0,99.69,#006400,99.84,#006400,2019-02-12 16:57:50.6810000,#90EE90,0,#006400,1.9,success,0
8917,0,99.51,#006400,99.76,#006400,2019-02-12 16:59:30.7980000,#90EE90,0,#006400,1.9,success,0
8918,0,99.31,#006400,99.66,#006400,2019-02-12 17:01:51.6120000,#90EE90,0,#006400,1.9,success,0
8919,0,99.31,#006400,99.66,#006400,2019-02-12 17:02:19.4200000,#90EE90,0,#006400,1.9,success,0
8920,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:21.7770000,#90EE90,0,#006400,1.9,success,0
8921,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:24.3470000,#90EE90,0,#006400,1.9,success,0
8922,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:24.5530000,#90EE90,0,#006400,1.9,success,0
8923,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:24.7780000,#90EE90,0,#006400,1.9,success,0
8924,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:25.0290000,#90EE90,0,#006400,1.9,success,0
8925,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:25.2330000,#90EE90,0,#006400,1.9,success,0
8926,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:25.4540000,#90EE90,0,#006400,1.9,success,0
8927,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:25.6630000,#90EE90,0,#006400,1.9,success,0
8928,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:25.8660000,#90EE90,0,#006400,1.9,success,0
8929,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:44.0230000,#90EE90,0,#006400,1.9,success,0
8930,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:45.0510000,#90EE90,0,#006400,1.9,success,0
8931,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:45.2390000,#90EE90,0,#006400,1.9,success,0
8932,0,99.55,#006400,99.78,#006400,2019-02-12 17:05:45.4290000,#90EE90,0,#006400,1.9,success,0
8933,0,99.71,#006400,99.86,#006400,2019-02-12 17:07:34.7960000,#90EE90,0,#006400,1.9,success,0
8934,0,99.71,#006400,99.86,#006400,2019-02-12 17:07:36.5880000,#90EE90,0,#006400,1.9,success,0
8935,0,99.71,#006400,99.86,#006400,2019-02-12 17:07:37.0820000,#90EE90,0,#006400,1.9,success,0
8936,0,99.71,#006400,99.86,#006400,2019-02-12 17:07:37.3160000,#90EE90,0,#006400,1.9,success,0
8937,0,99.71,#006400,99.86,#006400,2019-02-12 17:07:37.5210000,#90EE90,0,#006400,1.9,success,0
8938,0,99.66,#006400,99.83,#006400,2019-02-12 17:09:09.5590000,#90EE90,0,#006400,1.9,success,0
8939,0,99.66,#006400,99.83,#006400,2019-02-12 17:09:10.3160000,#90EE90,0,#006400,1.9,success,0
8940,0,99.66,#006400,99.83,#006400,2019-02-12 17:09:10.4720000,#90EE90,0,#006400,1.9,success,0
8941,0,99.66,#006400,99.83,#006400,2019-02-12 17:09:10.7770000,#90EE90,0,#006400,1.9,success,0
8942,0,99.66,#006400,99.83,#006400,2019-02-12 17:09:10.9660000,#90EE90,0,#006400,1.9,success,0
8943,0,99.71,#006400,99.86,#006400,2019-02-12 17:11:30.0950000,#90EE90,0,#006400,1.9,success,0
8944,0,99.79,#006400,99.89,#006400,2019-02-12 17:13:21.1850000,#90EE90,0,#006400,1.9,success,0
8945,0,99.79,#006400,99.89,#006400,2019-02-12 17:13:22.3150000,#90EE90,0,#006400,1.9,success,0
8946,0,99.79,#006400,99.89,#006400,2019-02-12 17:13:22.5650000,#90EE90,0,#006400,1.9,success,0
8947,0,99.79,#006400,99.89,#006400,2019-02-12 17:13:22.7620000,#90EE90,0,#006400,1.9,success,0
8948,0,99.79,#006400,99.89,#006400,2019-02-12 17:13:22.9490000,#90EE90,0,#006400,1.9,success,0
8949,0,99.79,#006400,99.89,#006400,2019-02-12 17:13:23.1530000,#90EE90,0,#006400,1.9,success,0
8950,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:14.1040000,#90EE90,0,#006400,1.9,success,0
8951,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:15.1530000,#90EE90,0,#006400,1.9,success,0
8952,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:15.3090000,#90EE90,0,#006400,1.9,success,0
8953,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:15.5610000,#90EE90,0,#006400,1.9,success,0
8954,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:15.7640000,#90EE90,0,#006400,1.9,success,0
8955,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:16.0050000,#90EE90,0,#006400,1.9,success,0
8956,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:16.2210000,#90EE90,0,#006400,1.9,success,0
8957,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:16.4560000,#90EE90,0,#006400,1.9,success,0
8958,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:30.2990000,#90EE90,0,#006400,1.9,success,0
8959,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:31.1050000,#90EE90,0,#006400,1.9,success,0
8960,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:31.2610000,#90EE90,0,#006400,1.9,success,0
8961,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:31.4640000,#90EE90,0,#006400,1.9,success,0
8962,0,99.65,#006400,99.83,#006400,2019-02-12 17:15:31.6360000,#90EE90,0,#006400,1.9,success,0
8963,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:25.6550000,#90EE90,0,#006400,1.4,success,0
8964,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:26.8120000,#90EE90,0,#006400,1.4,success,0
8965,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:27.0160000,#90EE90,0,#006400,1.4,success,0
8966,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:27.2030000,#90EE90,0,#006400,1.4,success,0
8967,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:27.3830000,#90EE90,0,#006400,1.4,success,0
8968,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:27.5780000,#90EE90,0,#006400,1.4,success,0
8969,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:27.8060000,#90EE90,0,#006400,1.4,success,0
8970,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:27.9310000,#90EE90,0,#006400,1.4,success,0
8971,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:28.1230000,#90EE90,0,#006400,1.4,success,0
8972,0,99.6,#006400,99.8,#006400,2019-02-12 17:17:28.3730000,#90EE90,0,#006400,1.4,success,0
8973,0,99.51,#006400,99.76,#006400,2019-02-12 17:20:03.0380000,#90EE90,0,#006400,1.7,success,0
8974,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:32.3670000,#90EE90,0,#006400,1.7,success,0
8975,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:33.2790000,#90EE90,0,#006400,1.7,success,0
8976,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:33.4260000,#90EE90,0,#006400,1.7,success,0
8977,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:33.6470000,#90EE90,0,#006400,1.7,success,0
8978,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:33.8490000,#90EE90,0,#006400,1.7,success,0
8979,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:34.0700000,#90EE90,0,#006400,1.7,success,0
8980,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:34.5390000,#90EE90,0,#006400,1.7,success,0
8981,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:34.7370000,#90EE90,0,#006400,1.7,success,0
8982,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:42.8890000,#90EE90,0,#006400,1.7,success,0
8983,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:44.0510000,#90EE90,0,#006400,1.7,success,0
8984,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:44.2730000,#90EE90,0,#006400,1.7,success,0
8985,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:44.4520000,#90EE90,0,#006400,1.7,success,0
8986,0,99.48,#006400,99.74,#006400,2019-02-12 17:21:44.6390000,#90EE90,0,#006400,1.7,success,0
8987,0,99.45,#006400,99.72,#006400,2019-02-12 17:25:01.7450000,#90EE90,0,#006400,1.7,success,0
8988,0,98.59,#006400,99.29,#006400,2019-02-12 17:26:44.6960000,#90EE90,0,#006400,1.7,success,0
8989,0,98.44,#006400,99.22,#006400,2019-02-12 17:28:10.6890000,#90EE90,0,#006400,1.7,success,0
8990,0,98.44,#006400,99.22,#006400,2019-02-12 17:28:13.7070000,#90EE90,0,#006400,1.7,success,0
8991,0,98.44,#006400,99.22,#006400,2019-02-12 17:28:14.5320000,#90EE90,0,#006400,1.7,success,0
8992,0,98.44,#006400,99.22,#006400,2019-02-12 17:28:14.7050000,#90EE90,0,#006400,1.7,success,0
8993,0,98.44,#006400,99.22,#006400,2019-02-12 17:28:14.9080000,#90EE90,0,#006400,1.7,success,0
8994,0,99.89,#006400,99.94,#006400,2019-02-12 17:42:31.3550000,#90EE90,0,#006400,2,success,0
8995,0,99.94,#006400,99.97,#006400,2019-02-12 17:44:08.1860000,#90EE90,0,#006400,1.9,success,0
8996,0,99.7,#006400,99.85,#006400,2019-02-12 17:45:43.3880000,#90EE90,0,#006400,2,success,0
8997,0,99.82,#006400,99.91,#006400,2019-02-12 17:48:27.2220000,#90EE90,0,#006400,2,success,0
8998,0,99.89,#006400,99.94,#006400,2019-02-12 17:50:11.4800000,#90EE90,0,#006400,2,success,0
8999,0,99.84,#006400,99.92,#006400,2019-02-12 17:51:25.5850000,#90EE90,0,#006400,2,success,0
9000,0,99.92,#006400,99.96,#006400,2019-02-12 17:52:56.3290000,#90EE90,0,#006400,2,success,0
9001,0,99.83,#006400,99.91,#006400,2019-02-12 17:54:43.0350000,#90EE90,0,#006400,2,success,0
9002,0,99.85,#006400,99.92,#006400,2019-02-12 17:56:21.5440000,#90EE90,0,#006400,2,success,0
9003,0,99.95,#006400,99.98,#006400,2019-02-12 17:57:53.2040000,#90EE90,0,#006400,2,success,0
9004,0,99.98,#006400,99.99,#006400,2019-02-12 17:58:02.1800000,#90EE90,0,#006400,2,success,0
9005,0,99.94,#006400,99.97,#006400,2019-02-12 18:00:05.3470000,#90EE90,0,#006400,1.8,success,0
9006,0,99.99,#006400,99.99,#006400,2019-02-12 18:01:27.6700000,#90EE90,0,#006400,1.8,success,0
9007,0,99.92,#006400,99.96,#006400,2019-02-12 20:11:18.2900000,#90EE90,0,#006400,1.8,success,0
9008,0,99.96,#006400,99.98,#006400,2019-02-12 20:12:40.8950000,#90EE90,0,#006400,1.8,success,0
9009,0,99.96,#006400,99.98,#006400,2019-02-12 20:12:41.0550000,#90EE90,0,#006400,1.8,success,0
9010,0,99.89,#006400,99.95,#006400,2019-02-12 20:14:08.4150000,#90EE90,0,#006400,1.8,success,0
9011,0,99.94,#006400,99.97,#006400,2019-02-12 20:15:53.6840000,#90EE90,0,#006400,1.8,success,0
9012,0,99.96,#006400,99.98,#006400,2019-02-12 20:17:32.7490000,#90EE90,0,#006400,1.5,success,0
9013,0,99.67,#006400,99.83,#006400,2019-02-12 20:17:53.1120000,#90EE90,0,#006400,1.7,success,0
9014,0,99.89,#006400,99.94,#006400,2019-02-12 20:18:51.8200000,#90EE90,0,#006400,1.4,success,0
9015,0,99.89,#006400,99.94,#006400,2019-02-12 20:19:00.4990000,#90EE90,0,#006400,1.4,success,0
9016,0,99.63,#006400,99.81,#006400,2019-02-12 20:19:19.7870000,#90EE90,0,#006400,1.7,success,0
9017,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:32.3470000,#90EE90,0,#006400,1.7,success,0
9018,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:35.9820000,#90EE90,0,#006400,1.7,success,0
9019,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:36.7580000,#90EE90,0,#006400,1.7,success,0
9020,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:36.8670000,#90EE90,0,#006400,1.7,success,0
9021,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:37.1020000,#90EE90,0,#006400,1.7,success,0
9022,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:37.2460000,#90EE90,0,#006400,1.7,success,0
9023,0,99.55,#006400,99.78,#006400,2019-02-12 20:20:37.4490000,#90EE90,0,#006400,1.7,success,0
9024,0,99.78,#006400,99.89,#006400,2019-02-12 20:21:11.1510000,#90EE90,0,#006400,1.4,success,0
9025,0,98.74,#006400,99.37,#006400,2019-02-12 20:21:53.8280000,#90EE90,0,#006400,1.7,success,0
9026,0,98.74,#006400,99.37,#006400,2019-02-12 20:21:58.2850000,#90EE90,0,#006400,1.7,success,0
9027,0,99.85,#006400,99.92,#006400,2019-02-12 20:22:35.7300000,#90EE90,0,#006400,1.2,success,0
9028,0,99.85,#006400,99.92,#006400,2019-02-12 20:22:54.7580000,#90EE90,0,#006400,1.2,success,0
9029,0,99.51,#006400,99.76,#006400,2019-02-12 20:23:01.1670000,#90EE90,0,#006400,1.7,success,0
9030,0,99.51,#006400,99.76,#006400,2019-02-12 20:23:03.4000000,#90EE90,0,#006400,1.7,success,0
9031,0,99.75,#006400,99.88,#006400,2019-02-12 20:24:00.7430000,#90EE90,0,#006400,1.2,success,0
9032,0,99.9,#006400,99.95,#006400,2019-02-12 20:27:01.2320000,#90EE90,0,#006400,1.2,success,0
9033,0,99.88,#006400,99.94,#006400,2019-02-12 20:28:06.3210000,#90EE90,0,#006400,1.2,success,0
9034,0,99.93,#006400,99.97,#006400,2019-02-12 20:29:48.2570000,#90EE90,0,#006400,1.2,success,0
9035,0,99.95,#006400,99.98,#006400,2019-02-12 20:31:03.8430000,#90EE90,0,#006400,1.2,success,0
9036,0,99.45,#006400,99.72,#006400,2019-02-12 20:38:03.6510000,#90EE90,0,#006400,1.6,success,0
9037,0,99.52,#006400,99.76,#006400,2019-02-12 20:38:58.8690000,#90EE90,0,#006400,1.6,success,0
9038,0,98.23,#006400,99.11,#006400,2019-02-12 20:40:20.6540000,#90EE90,0,#006400,1.4,success,0
9039,0,99.43,#006400,99.72,#006400,2019-02-12 20:41:33.8800000,#90EE90,0,#006400,1.4,success,0
9040,0,99.39,#006400,99.69,#006400,2019-02-12 20:42:31.1150000,#90EE90,0,#006400,1.5,success,0
9041,0,99.39,#006400,99.69,#006400,2019-02-12 20:42:32.9670000,#90EE90,0,#006400,1.5,success,0
9042,0,99.34,#006400,99.67,#006400,2019-02-12 20:45:32.6360000,#90EE90,0,#006400,1.5,success,0
9043,0,99.47,#006400,99.73,#006400,2019-02-12 20:47:04.4000000,#90EE90,0,#006400,1.6,success,0
9044,0,99.47,#006400,99.73,#006400,2019-02-12 20:47:04.9680000,#90EE90,0,#006400,1.6,success,0
9045,0,99.47,#006400,99.73,#006400,2019-02-12 20:47:05.1300000,#90EE90,0,#006400,1.6,success,0
9046,0,99.87,#006400,99.93,#006400,2019-02-12 20:47:49.2630000,#90EE90,0,#006400,1.2,success,0
9047,0,99.87,#006400,99.93,#006400,2019-02-12 20:48:05.0430000,#90EE90,0,#006400,1.2,success,0
9048,0,99.38,#006400,99.69,#006400,2019-02-12 20:48:26.6090000,#90EE90,0,#006400,1.4,success,0
9049,0,99.85,#006400,99.92,#006400,2019-02-12 20:49:26.7600000,#90EE90,0,#006400,1.2,success,0
9050,0,99.54,#006400,99.77,#006400,2019-02-12 20:49:33.9700000,#90EE90,0,#006400,1.4,success,0
9051,0,99.22,#006400,99.61,#006400,2019-02-12 20:50:38.8080000,#90EE90,0,#006400,1.4,success,0
9052,0,99.87,#006400,99.93,#006400,2019-02-12 20:50:42.2430000,#90EE90,0,#006400,1.2,success,0
9053,0,99.88,#006400,99.94,#006400,2019-02-12 20:51:53.4910000,#90EE90,0,#006400,1.2,success,0
9054,0,97.4,#006400,98.7,#006400,2019-02-12 20:51:57.6730000,#90EE90,0,#006400,1.4,success,0
9055,0,99.82,#006400,99.91,#006400,2019-02-12 20:53:08.9400000,#90EE90,0,#006400,1.2,success,0
9056,0,99.14,#006400,99.57,#006400,2019-02-12 20:53:19.2810000,#90EE90,0,#006400,1.4,success,0
9057,0,99.93,#006400,99.97,#006400,2019-02-12 20:54:14.3410000,#90EE90,0,#006400,1.2,success,0
9058,0,99.79,#006400,99.89,#006400,2019-02-12 20:54:34.6630000,#90EE90,0,#006400,0,success,0
9059,0,99.79,#006400,99.89,#006400,2019-02-12 20:54:35.9560000,#90EE90,0,#006400,0,success,0
9060,0,99.85,#006400,99.92,#006400,2019-02-12 20:55:59.3470000,#90EE90,0,#006400,0,success,0
9061,0,99.85,#006400,99.92,#006400,2019-02-12 20:56:16.5540000,#90EE90,0,#006400,1.2,success,0
9062,0,99.84,#006400,99.92,#006400,2019-02-12 20:58:56.4270000,#90EE90,0,#006400,0,success,0
9063,0,99.63,#006400,99.81,#006400,2019-02-12 20:59:33.4830000,#90EE90,0,#006400,2.7,success,0
9064,0,99.78,#006400,99.89,#006400,2019-02-12 20:59:52.0370000,#90EE90,0,#006400,0,success,0
9065,0,99.77,#006400,99.89,#006400,2019-02-12 21:00:45.3680000,#90EE90,0,#006400,0,success,0
9066,0,98.3,#006400,99.15,#006400,2019-02-12 21:00:45.4000000,#90EE90,0,#006400,2.7,success,0
9067,0,99.75,#006400,99.88,#006400,2019-02-12 21:01:45.3840000,#90EE90,0,#006400,0,success,0
9068,0,99.84,#006400,99.92,#006400,2019-02-12 21:02:43.3230000,#90EE90,0,#006400,0,success,0
9069,0,99.77,#006400,99.89,#006400,2019-02-12 21:03:48.6840000,#90EE90,0,#006400,0,success,0
9070,0,99.77,#006400,99.89,#006400,2019-02-12 21:03:49.7920000,#90EE90,0,#006400,0,success,0
9071,0,99.77,#006400,99.89,#006400,2019-02-12 21:03:49.9980000,#90EE90,0,#006400,0,success,0
9072,0,99.77,#006400,99.89,#006400,2019-02-12 21:03:50.1850000,#90EE90,0,#006400,0,success,0
9073,0,99.77,#006400,99.89,#006400,2019-02-12 21:03:50.3480000,#90EE90,0,#006400,0,success,0
9074,0,99.77,#006400,99.89,#006400,2019-02-12 21:03:50.5680000,#90EE90,0,#006400,0,success,0
9075,0,99.83,#006400,99.91,#006400,2019-02-12 21:05:03.8950000,#90EE90,0,#006400,0,success,0
9076,0,99.53,#006400,99.77,#006400,2019-02-12 21:06:42.6030000,#90EE90,0,#006400,0.6,success,0
9077,0,99.64,#006400,99.82,#006400,2019-02-12 21:08:13.2780000,#90EE90,0,#006400,0.6,success,0
9078,0,99.81,#006400,99.91,#006400,2019-02-12 21:09:20.7120000,#90EE90,0,#006400,0.5,success,0
9079,0,99.79,#006400,99.89,#006400,2019-02-12 21:10:51.3980000,#90EE90,0,#006400,0.5,success,0
9080,0,99.79,#006400,99.89,#006400,2019-02-12 21:10:52.5820000,#90EE90,0,#006400,0.5,success,0
9081,0,99.88,#006400,99.94,#006400,2019-02-12 21:14:09.9590000,#90EE90,0,#006400,0.5,success,0
9082,0,99.89,#006400,99.94,#006400,2019-02-12 21:15:48.2330000,#90EE90,0,#006400,0.5,success,0
9083,0,99.77,#006400,99.89,#006400,2019-02-12 21:17:46.6510000,#90EE90,0,#006400,0.5,success,0
9084,0,99.83,#006400,99.91,#006400,2019-02-12 21:19:17.1310000,#90EE90,0,#006400,0.5,success,0
9085,0,99.64,#006400,99.82,#006400,2019-02-12 21:21:55.8610000,#90EE90,0,#006400,0.6,success,0
9086,0,99.83,#006400,99.91,#006400,2019-02-12 21:24:20.3070000,#90EE90,0,#006400,0.5,success,0
9087,0,99.83,#006400,99.91,#006400,2019-02-12 21:24:21.8620000,#90EE90,0,#006400,0.5,success,0
9088,0,99.83,#006400,99.91,#006400,2019-02-12 21:24:22.1460000,#90EE90,0,#006400,0.5,success,0
9089,0,99.85,#006400,99.92,#006400,2019-02-12 21:27:03.3100000,#90EE90,0,#006400,0.5,success,0
9090,0,99.89,#006400,99.94,#006400,2019-02-12 21:30:26.9310000,#90EE90,0,#006400,0.5,success,0
9091,0,99.89,#006400,99.94,#006400,2019-02-12 21:30:27.5360000,#90EE90,0,#006400,0.5,success,0
9092,0,99.89,#006400,99.94,#006400,2019-02-12 21:30:27.7240000,#90EE90,0,#006400,0.5,success,0
9093,0,99.89,#006400,99.94,#006400,2019-02-12 21:30:27.8490000,#90EE90,0,#006400,0.5,success,0
9094,0,99.85,#006400,99.92,#006400,2019-02-12 21:32:45.5980000,#90EE90,0,#006400,0.5,success,0
9095,0,99.84,#006400,99.92,#006400,2019-02-12 21:35:06.8840000,#90EE90,0,#006400,0.5,success,0
9096,0,99.84,#006400,99.92,#006400,2019-02-12 21:35:07.9820000,#90EE90,0,#006400,0.5,success,0
9097,0,99.84,#006400,99.92,#006400,2019-02-12 21:35:08.4200000,#90EE90,0,#006400,0.5,success,0
9098,0,99.84,#006400,99.92,#006400,2019-02-12 21:35:09.1130000,#90EE90,0,#006400,0.5,success,0
9099,0,99.82,#006400,99.91,#006400,2019-02-12 21:37:00.6560000,#90EE90,0,#006400,0.5,success,0
9100,0,99.82,#006400,99.91,#006400,2019-02-12 21:37:07.9680000,#90EE90,0,#006400,0.5,success,0
9101,0,99.82,#006400,99.91,#006400,2019-02-12 21:37:08.5040000,#90EE90,0,#006400,0.5,success,0
9102,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:21.0750000,#90EE90,0,#006400,0.6,success,0
9103,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:21.9040000,#90EE90,0,#006400,0.6,success,0
9104,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:22.1240000,#90EE90,0,#006400,0.6,success,0
9105,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:22.3110000,#90EE90,0,#006400,0.6,success,0
9106,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:22.5640000,#90EE90,0,#006400,0.6,success,0
9107,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:22.7670000,#90EE90,0,#006400,0.6,success,0
9108,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:22.9740000,#90EE90,0,#006400,0.6,success,0
9109,0,99.8,#006400,99.9,#006400,2019-02-12 21:38:35.3100000,#90EE90,0,#006400,0.6,success,0
9110,0,99.69,#006400,99.85,#006400,2019-02-12 21:40:19.7210000,#90EE90,0,#006400,0.3,success,0
9111,0,99.69,#006400,99.85,#006400,2019-02-12 21:40:20.5550000,#90EE90,0,#006400,0.3,success,0
9112,0,99.63,#006400,99.81,#006400,2019-02-12 21:41:48.0690000,#90EE90,0,#006400,0.6,success,0
9113,0,99.88,#006400,99.94,#006400,2019-02-12 21:42:51.5590000,#90EE90,0,#006400,0.5,success,0
