id,admin_area,cid,cnty,lat,location,lon,parent_city,tz
884,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
886,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
891,江苏,CN101190405,中国,31.27083969,吴中,120.62461853,苏州,+8.00
896,江苏,CN101190405,中国,31.27083969,吴中,120.62461853,苏州,+8.00
901,江苏,CN101190405,中国,31.27083969,吴中,120.62461853,苏州,+8.00
1026,江苏,CN101190405,中国,31.27083969,吴中,120.62461853,苏州,+8.00
1033,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1040,海南,CN101310202,中国,19.10198021,东方,108.65378571,东方,+8.00
1049,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1058,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1060,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1070,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1075,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1082,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1086,海南,CN101310202,中国,19.10198021,东方,108.65378571,东方,+8.00
1090,海南,CN101310202,中国,19.10198021,东方,108.65378571,东方,+8.00
1095,海南,CN101310202,中国,19.10198021,东方,108.65378571,东方,+8.00
1099,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1103,海南,CN101310202,中国,19.10198021,东方,108.65378571,东方,+8.00
1110,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1117,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1126,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1132,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1136,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1210,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1234,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1242,上海,CN101021600,中国,31.26096916,虹口,121.49182892,上海,+8.00
1272,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1278,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1285,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1292,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1294,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1296,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1298,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1300,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1307,上海,CN101021600,中国,31.26096916,虹口,121.49182892,上海,+8.00
1314,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1316,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1318,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1320,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1328,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1330,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1337,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1344,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1348,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1356,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1369,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1371,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1378,湖北,CN101200110,中国,30.54932594,汉阳,114.26580811,武汉,+8.00
1380,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1382,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1384,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1390,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1394,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1396,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1398,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1400,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1402,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1404,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1406,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1408,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1410,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1412,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1414,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1416,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1418,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1420,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1422,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1424,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1426,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1428,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1430,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1432,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1434,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1436,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1438,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1440,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1442,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1444,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1446,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1448,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1450,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1452,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1454,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1456,北京,CN101010300,中国,39.92148972,朝阳,116.48641205,北京,+8.00
1458,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
1460,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
1462,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
1464,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
1466,江苏,CN101190407,中国,31.16040421,吴江,120.64160156,苏州,+8.00
1468,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1474,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1476,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1490,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1502,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1504,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1506,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1508,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1510,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1512,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1514,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1516,北京,CN101010900,中国,39.86364365,丰台,116.28696442,北京,+8.00
1518,江苏,CN101190409,中国,31.39668465,相城,120.61895752,苏州,+8.00
1526,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1533,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1540,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1552,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1588,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1620,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1668,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1670,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1672,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1674,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1676,江苏,CN101190109,中国,32.03381729,秦淮,118.78608704,南京,+8.00
1690,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1698,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1700,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1704,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1708,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1712,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1716,山东,CN101120108,中国,36.65735245,市中,116.99897766,济南,+8.00
1729,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1731,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1733,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1735,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1737,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1739,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1741,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1743,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1759,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1761,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1793,山东,CN101120801,中国,36.19496918,泰安,117.12906647,泰安,+8.00
1799,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1800,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1802,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1804,北京,CN101011700,中国,39.91530991,西城,116.36679077,北京,+8.00
1806,北京,CN101010300,中国,39.92148972,朝阳,116.48641205,北京,+8.00
1808,北京,CN101010300,中国,39.92148972,朝阳,116.48641205,北京,+8.00
1815,浙江,CN101210411,中国,29.83166122,鄞州,121.55843353,宁波,+8.00
1822,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1824,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1826,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1828,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
1830,浙江,CN101210411,中国,29.83166122,鄞州,121.55843353,宁波,+8.00
1837,江苏,CN101190406,中国,31.29484558,虎丘,120.5668335,苏州,+8.00
