id,cloud,cond_code,cond_txt,fl,hum,pcpn,pres,tmp,vis,wind_deg,wind_dir,wind_sc,wind_spd
131,3,101,多云,38,45,0.0,1004,36,17,182,南风,3,13
133,3,101,多云,38,45,0.0,1004,36,17,182,南风,3,13
135,5,101,多云,36,41,0.0,1003,36,17,258,西南风,3,18
137,5,101,多云,36,41,0.0,1003,36,17,258,西南风,3,18
141,5,101,多云,36,41,0.0,1003,36,17,258,西南风,3,18
146,5,101,多云,36,41,0.0,1003,36,17,258,西南风,3,18
153,5,101,多云,36,41,0.0,1003,36,17,258,西南风,3,18
161,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
168,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
174,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
180,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
186,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
192,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
194,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
200,35,104,阴,28,75,0.0,1002,26,18,355,北风,2,6
206,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
212,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
218,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
224,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
230,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
236,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
242,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
248,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
256,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
260,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
264,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
266,60,104,阴,28,68,0.0,1003,27,18,299,西北风,3,15
268,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
270,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
272,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
274,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
276,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
278,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
280,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
282,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
284,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
286,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
288,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
290,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
292,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
294,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
296,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
300,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
304,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
308,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
312,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
316,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
320,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
324,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
326,86,104,阴,29,67,0.0,1003,28,17,281,西风,2,11
328,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
338,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
340,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
342,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
344,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
346,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
348,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
350,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
352,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
354,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
356,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
358,85,104,阴,31,62,0.0,1003,29,17,278,西风,2,7
360,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
362,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
364,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
366,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
368,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
370,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
372,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
374,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
378,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
380,76,104,阴,31,58,0.0,1003,30,16,271,西风,3,12
382,37,101,多云,31,61,0.0,1004,29,17,305,西北风,2,6
392,37,101,多云,31,61,0.0,1004,29,17,305,西北风,2,6
399,0,104,阴,24,57,0.0,1005,23,10,359,北风,1,3
404,0,104,阴,24,57,0.0,1005,23,10,359,北风,1,3
412,10,104,阴,33,60,0.0,1006,30,20,81,东风,1,4
414,0,100,晴,24,56,0.0,1011,24,10,75,东北风,2,10
416,0,100,晴,24,56,0.0,1011,24,10,75,东北风,2,10
418,0,100,晴,24,56,0.0,1011,24,10,75,东北风,2,10
420,100,104,阴,17,91,0.0,1011,18,16,18,东北风,3,14
428,100,104,阴,17,93,0.0,1013,18,18,101,东风,3,15
436,100,104,阴,17,93,0.0,1013,18,18,101,东风,3,15
438,100,104,阴,19,91,0.0,1014,19,18,153,东南风,2,11
440,50,101,多云,23,93,0.0,1008,22,5,357,北风,2,11
442,100,104,阴,21,92,0.0,1012,20,18,98,东风,2,6
444,100,104,阴,21,92,0.0,1012,20,18,98,东风,2,6
446,100,104,阴,21,92,0.0,1012,20,18,98,东风,2,6
448,100,104,阴,21,92,0.0,1012,20,18,98,东风,2,6
450,100,104,阴,21,92,0.0,1012,20,18,98,东风,2,6
452,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
454,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
456,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
458,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
459,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
489,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
491,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
500,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
502,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
510,100,104,阴,23,90,0.0,1011,22,15,160,东南风,2,9
519,100,104,阴,25,87,0.0,1011,23,16,183,南风,2,6
527,100,104,阴,25,87,0.0,1011,23,16,183,南风,2,6
529,100,104,阴,25,87,0.0,1011,23,16,183,南风,2,6
570,100,104,阴,25,83,0.0,1011,24,17,252,西南风,2,10
575,100,501,雾,22,93,0.0,1011,22,17,261,西风,3,16
582,21,100,晴,19,81,0.0,1014,18,20,326,西北风,1,3
590,14,101,多云,18,48,0.0,1015,21,20,354,北风,3,17
598,17,101,多云,22,43,0.0,1015,23,20,7,北风,2,11
602,17,101,多云,22,43,0.0,1015,23,20,7,北风,2,11
608,0,101,多云,24,34,0.0,1015,24,10,350,北风,0,1
610,14,101,多云,23,27,0.0,1016,25,20,80,东风,2,9
614,3,101,多云,26,30,0.0,1015,26,20,65,东北风,1,2
626,66,300,阵雨,22,91,0.0,1004,22,13,64,东北风,3,14
630,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
632,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
634,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
638,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
640,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
642,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
644,100,104,阴,26,73,0.0,1011,25,18,280,西风,2,10
646,57,101,多云,26,81,0.0,1008,23,18,134,东南风,0,1
654,43,104,阴,26,84,0.0,1010,24,19,226,西南风,1,5
656,43,104,阴,26,84,0.0,1010,24,19,226,西南风,1,5
660,43,104,阴,26,84,0.0,1010,24,19,226,西南风,1,5
664,43,104,阴,26,84,0.0,1010,24,19,226,西南风,1,5
679,51,104,阴,29,65,0.0,1010,27,20,276,西风,1,5
687,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
689,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
691,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
693,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
695,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
697,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
699,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
701,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
703,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
705,26,101,多云,31,60,0.0,1010,29,19,296,西北风,2,9
707,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
709,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
711,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
713,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
715,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
717,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
719,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
721,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
725,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
727,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
731,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
735,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
737,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
739,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
741,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
743,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
745,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
747,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
751,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
753,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
756,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
758,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
760,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
762,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
764,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
766,50,101,多云,29,63,0.0,1010,28,20,263,西风,2,10
768,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
770,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
772,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
774,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
776,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
778,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
780,76,104,阴,26,88,0.0,1010,23,20,7,北风,0,1
782,78,300,阵雨,25,91,0.3,1010,23,20,106,东南风,2,7
784,78,300,阵雨,25,91,0.3,1010,23,20,106,东南风,2,7
786,78,300,阵雨,25,91,0.3,1010,23,20,106,东南风,2,7
788,78,300,阵雨,25,91,0.3,1010,23,20,106,东南风,2,7
790,78,300,阵雨,25,91,0.3,1010,23,20,106,东南风,2,7
792,78,300,阵雨,25,91,0.3,1010,23,20,106,东南风,2,7
794,78,104,阴,29,69,0.0,1011,26,19,186,南风,0,1
798,78,104,阴,29,69,0.0,1011,26,19,186,南风,0,1
802,91,104,阴,28,77,0.0,1011,25,19,8,北风,1,3
804,91,104,阴,28,77,0.0,1011,25,19,8,北风,1,3
806,91,104,阴,28,77,0.0,1011,25,19,8,北风,1,3
808,91,104,阴,28,77,0.0,1011,25,19,8,北风,1,3
810,91,104,阴,28,77,0.0,1011,25,19,8,北风,1,3
812,83,104,阴,29,75,0.0,1011,26,20,123,东南风,0,1
814,83,104,阴,29,75,0.0,1011,26,20,123,东南风,0,1
816,83,104,阴,29,75,0.0,1011,26,20,123,东南风,0,1
818,0,104,阴,28,83,0.0,1011,25,6,104,东南风,0,1
824,25,101,多云,36,66,0.0,1010,33,20,220,西南风,3,13
831,25,101,多云,36,66,0.0,1010,33,20,220,西南风,3,13
841,25,104,阴,29,76,0.0,1009,26,7,108,东南风,0,1
847,0,104,阴,29,77,0.0,1009,26,7,122,东南风,0,1
853,10,101,多云,34,75,0.0,1009,31,20,240,西南风,3,14
860,10,100,晴,32,63,0.0,1009,30,19,144,东南风,2,11
867,81,300,阵雨,22,91,0.7,1012,20,14,126,东南风,1,4
869,81,300,阵雨,22,91,0.7,1012,20,14,126,东南风,1,4
876,81,300,阵雨,22,91,0.7,1012,20,14,126,东南风,1,4
881,81,300,阵雨,22,91,0.7,1012,20,14,126,东南风,1,4
883,81,300,阵雨,22,91,0.7,1012,20,14,126,东南风,1,4
885,81,300,阵雨,22,91,0.7,1012,20,14,126,东南风,1,4
890,87,104,阴,22,85,0.0,1013,21,14,47,东北风,2,7
895,87,104,阴,22,85,0.0,1013,21,14,47,东北风,2,7
900,87,104,阴,22,85,0.0,1013,21,14,47,东北风,2,7
1025,87,104,阴,22,85,0.0,1013,21,14,47,东北风,2,7
1032,87,104,阴,22,85,0.0,1013,21,14,33,东北风,2,10
1039,9,100,晴,33,58,0.0,1009,31,19,227,西南风,2,7
1048,100,300,阵雨,22,79,0.1,1014,21,14,85,东风,1,4
1057,100,300,阵雨,22,79,0.1,1014,21,14,85,东风,1,4
1059,100,300,阵雨,22,79,0.1,1014,21,14,85,东风,1,4
1069,100,300,阵雨,22,79,0.1,1014,21,14,85,东风,1,4
1074,100,300,阵雨,22,79,0.1,1014,21,14,85,东风,1,4
1081,100,104,阴,23,69,0.0,1015,22,14,86,东风,1,4
1085,5,101,多云,32,67,0.0,1010,32,20,204,西南风,4,27
1089,5,101,多云,32,67,0.0,1010,32,20,204,西南风,4,27
1094,5,101,多云,32,67,0.0,1010,32,20,204,西南风,4,27
1098,100,104,阴,24,64,0.0,1016,23,14,158,东南风,1,3
1102,4,101,多云,33,74,0.0,1010,31,20,187,南风,3,16
1109,5,100,晴,25,48,0.0,1016,25,20,82,东风,2,10
1116,3,101,多云,25,36,0.0,1016,26,20,79,东北风,2,8
1125,0,101,多云,24,35,0.0,1016,26,20,91,东风,3,13
1131,0,101,多云,24,35,0.0,1016,26,20,91,东风,3,13
1135,77,104,阴,24,46,0.0,1012,24,12,131,东南风,2,7
1209,34,101,多云,26,71,0.0,1011,24,20,190,南风,0,1
1233,34,101,多云,26,71,0.0,1011,24,20,190,南风,0,1
1241,75,101,多云,29,60,0.0,1009,27,10,269,西风,1,3
1271,34,101,多云,26,71,0.0,1011,24,20,190,南风,0,1
1277,52,104,阴,26,54,0.0,1012,26,8,270,西风,2,10
1284,5,104,阴,25,72,0.0,1011,24,6,180,南风,2,7
1291,5,101,多云,29,61,0.0,1011,28,8,120,东南风,2,9
1293,5,101,多云,29,61,0.0,1011,28,8,120,东南风,2,9
1295,5,101,多云,29,61,0.0,1011,28,8,120,东南风,2,9
1297,5,101,多云,30,60,0.0,1011,28,8,149,东南风,2,6
1299,5,101,多云,29,61,0.0,1011,28,8,120,东南风,2,9
1306,7,101,多云,30,53,0.0,1011,28,19,100,东风,1,2
1313,2,101,多云,28,61,0.0,1011,27,20,119,东南风,2,8
1315,2,101,多云,28,61,0.0,1011,27,20,119,东南风,2,8
1317,0,101,多云,32,51,0.0,1011,30,20,166,东南风,2,6
1319,0,101,多云,31,53,0.0,1011,30,8,112,东南风,2,10
1327,0,101,多云,31,53,0.0,1011,30,8,112,东南风,2,10
1329,0,101,多云,32,51,0.0,1011,30,20,125,东南风,2,6
1336,66,101,多云,24,67,0.0,1004,24,5,67,东北风,2,11
1343,66,101,多云,24,67,0.0,1004,24,5,67,东北风,2,11
1347,78,101,多云,27,67,0.0,1004,25,16,14,东北风,1,3
1355,78,101,多云,25,62,0.0,1004,25,16,358,北风,2,11
1368,78,101,多云,25,62,0.0,1004,25,16,358,北风,2,11
1370,78,101,多云,25,62,0.0,1004,25,16,358,北风,2,11
1377,0,100,晴,28,72,0.0,1004,26,7,144,东南风,2,8
1379,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1381,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1383,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1389,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1393,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1395,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1397,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1399,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1401,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1403,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1405,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1407,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1409,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1411,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1413,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1415,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1417,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1419,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1421,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1423,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1425,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1427,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1429,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1431,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1433,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1435,26,100,晴,26,67,0.0,1003,25,5,271,西风,2,9
1437,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1439,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1441,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1443,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1445,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1447,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1449,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1451,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1453,0,100,晴,28,50,0.0,1003,29,7,275,西风,3,19
1455,0,101,多云,27,63,0.0,1000,25,3,275,西风,0,1
1457,7,101,多云,33,37,0.0,1004,32,21,216,西南风,2,7
1459,7,101,多云,33,37,0.0,1004,32,21,216,西南风,2,7
1461,7,101,多云,33,37,0.0,1004,32,21,216,西南风,2,7
1463,7,101,多云,33,37,0.0,1004,32,21,216,西南风,2,7
1465,7,101,多云,33,37,0.0,1004,32,21,216,西南风,2,7
1467,6,100,晴,29,50,0.0,1001,29,8,178,南风,2,11
1473,6,100,晴,29,50,0.0,1001,29,8,178,南风,2,11
1475,6,100,晴,29,50,0.0,1001,29,8,178,南风,2,11
1489,6,100,晴,29,50,0.0,1001,29,8,178,南风,2,11
1501,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1503,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1505,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1507,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1509,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1511,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1513,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1515,0,104,阴,22,67,0.0,1000,22,9,82,东风,2,7
1517,6,100,晴,29,50,0.0,1001,29,8,178,南风,2,11
1525,5,100,晴,31,43,0.0,1003,32,20,185,南风,3,18
1532,7,100,晴,34,42,0.0,1002,33,8,171,南风,2,11
1539,8,100,晴,34,37,0.0,1002,33,20,126,东南风,2,7
1551,5,100,晴,31,43,0.0,1003,32,20,185,南风,3,18
1587,6,100,晴,30,48,0.0,1001,30,8,103,东南风,3,12
1619,6,100,晴,30,48,0.0,1001,30,8,103,东南风,3,12
1667,2,100,晴,25,70,0.0,1002,25,20,110,东南风,3,17
1669,2,100,晴,25,70,0.0,1002,25,20,110,东南风,3,17
1671,2,100,晴,25,70,0.0,1002,25,20,110,东南风,3,17
1673,2,100,晴,25,69,0.0,1002,25,20,136,东南风,3,16
1675,0,100,晴,30,63,0.0,1001,28,6,155,东南风,2,7
1689,0,100,晴,30,62,0.0,1002,28,20,159,东南风,2,6
1697,1,100,晴,31,57,0.0,1002,29,7,144,东南风,2,6
1699,1,100,晴,31,57,0.0,1002,29,7,144,东南风,2,6
1703,1,100,晴,31,58,0.0,1002,29,7,127,东南风,2,8
1707,1,100,晴,30,55,0.0,1003,29,20,152,东南风,2,8
1711,1,100,晴,30,55,0.0,1003,29,20,152,东南风,2,8
1715,5,100,晴,25,54,0.0,1005,25,27,13,东北风,2,7
1728,0,101,多云,31,38,0.0,1001,31,10,170,南风,2,10
1730,0,101,多云,31,38,0.0,1001,31,10,170,南风,2,10
1732,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1734,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1736,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1738,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1740,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1742,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1758,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1760,0,101,多云,31,37,0.0,1001,31,10,218,西南风,2,10
1792,8,100,晴,24,47,0.0,1001,25,20,98,东风,2,11
1797,0,100,晴,34,36,0.0,1001,33,10,91,东风,2,6
1798,0,100,晴,34,36,0.0,1001,33,10,91,东风,2,6
1801,0,100,晴,34,36,0.0,1001,33,10,91,东风,2,6
1803,0,100,晴,28,70,0.0,1005,26,10,143,东南风,1,3
1805,0,101,多云,31,40,0.0,1007,30,10,66,东北风,1,3
1807,0,101,多云,31,40,0.0,1007,30,10,66,东北风,1,3
1814,75,101,多云,27,70,0.0,1009,25,18,169,东南风,1,3
1821,26,101,多云,27,57,0.0,1009,28,20,70,东北风,3,18
1823,26,101,多云,27,57,0.0,1009,28,20,70,东北风,3,18
1825,26,101,多云,27,57,0.0,1009,28,20,70,东北风,3,18
1827,26,101,多云,27,57,0.0,1009,28,20,70,东北风,3,18
1829,75,101,多云,28,62,0.0,1007,27,10,91,东风,2,9
1836,36,104,阴,23,86,0.0,1008,22,4,80,东风,2,9
1838,36,104,阴,23,86,0.0,1008,22,4,80,东风,2,9
1840,36,104,阴,23,86,0.0,1008,22,4,80,东风,2,9
1842,57,104,阴,27,94,0.0,1008,24,20,344,西北风,1,5
1844,57,104,阴,27,94,0.0,1008,24,20,344,西北风,1,5
1846,57,104,阴,28,90,0.0,1008,25,20,352,北风,1,3
1848,57,104,阴,28,90,0.0,1008,25,20,352,北风,1,3
1850,57,104,阴,28,90,0.0,1008,25,20,352,北风,1,3
1852,57,104,阴,28,90,0.0,1008,25,20,3,北风,1,5
1854,57,104,阴,28,90,0.0,1008,25,20,3,北风,1,5
1856,57,104,阴,28,90,0.0,1008,25,11,352,北风,1,3
1858,57,104,阴,28,90,0.0,1008,25,11,352,北风,1,3
1860,57,104,阴,28,90,0.0,1008,25,11,352,北风,1,3
1862,57,104,阴,28,90,0.0,1008,25,11,352,北风,1,3
1864,57,104,阴,28,90,0.0,1008,25,11,1,北风,1,3
1866,71,104,阴,25,83,0.0,1008,23,20,80,东风,2,7
1870,71,104,阴,25,83,0.0,1008,23,20,80,东风,2,7
1874,71,104,阴,25,83,0.0,1008,23,20,80,东风,2,7
1878,71,104,阴,25,83,0.0,1008,23,20,80,东风,2,7
1898,71,104,阴,25,83,0.0,1008,23,20,80,东风,2,7
1902,71,104,阴,24,83,0.0,1008,23,20,91,东风,2,10
1904,71,104,阴,25,83,0.0,1008,23,20,80,东风,2,7
1910,63,104,阴,24,80,0.0,1008,23,20,165,东南风,2,11
1916,63,104,阴,24,80,0.0,1008,23,20,165,东南风,2,11
1921,49,104,阴,24,89,0.0,1008,22,16,74,东北风,1,3
1923,49,104,阴,24,89,0.0,1008,22,16,74,东北风,1,3
1925,49,104,阴,24,89,0.0,1008,22,16,74,东北风,1,3
1927,63,104,阴,24,80,0.0,1008,23,20,165,东南风,2,11
1932,63,104,阴,24,80,0.0,1008,23,20,165,东南风,2,11
1934,49,104,阴,24,89,0.0,1008,22,16,74,东北风,1,3
1958,63,104,阴,24,80,0.0,1008,23,20,165,东南风,2,11
1964,68,104,阴,25,74,0.0,1008,25,19,90,东风,3,16
1969,68,104,阴,25,74,0.0,1008,25,19,90,东风,3,16
1974,25,305,小雨,31,86,6.0,1006,29,10,178,南风,3,17
1978,50,305,小雨,22,80,1.0,1008,23,10,91,东风,3,18
1980,50,305,小雨,22,80,1.0,1008,23,10,91,东风,3,18
1982,68,104,阴,25,74,0.0,1008,25,19,90,东风,3,16
2002,68,104,阴,25,74,0.0,1008,25,19,90,东风,3,16
2013,68,104,阴,25,74,0.0,1008,25,4,85,东风,3,16
2018,68,104,阴,25,74,0.0,1008,25,4,85,东风,3,16
2020,68,104,阴,25,74,0.0,1008,25,4,85,东风,3,16
2022,52,305,小雨,24,80,3.0,1008,24,10,93,东风,3,15
2024,52,305,小雨,24,80,3.0,1008,24,10,93,东风,3,15
2026,52,305,小雨,24,80,3.0,1008,24,10,93,东风,3,15
2028,52,305,小雨,24,80,3.0,1008,24,10,93,东风,3,15
2030,52,305,小雨,24,80,3.0,1008,24,10,93,东风,3,15
2032,52,305,小雨,24,80,3.0,1008,24,10,93,东风,3,15
2034,56,305,小雨,22,79,3.0,1008,24,16,94,东风,4,26
2036,56,305,小雨,22,79,3.0,1008,24,16,94,东风,4,26
2038,56,305,小雨,22,79,3.0,1008,24,16,94,东风,4,26
2040,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,24
2042,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,24
2044,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,24
2046,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2048,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2050,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2052,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2054,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2056,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2058,61,305,小雨,23,79,3.0,1008,24,16,85,东风,4,22
2062,56,305,小雨,23,79,3.0,1008,24,11,91,东风,4,22
2066,74,104,阴,26,97,1.3,1008,23,14,342,西北风,0,1
2071,74,305,小雨,22,93,2.9,1008,21,14,49,东北风,2,8
2073,74,305,小雨,22,91,4.6,1008,21,14,86,东风,2,7
2075,0,100,晴,26,57,0.0,1005,25,19,234,西南风,1,4
2079,0,104,阴,33,50,0.0,1003,31,12,190,南风,2,6
2083,71,101,多云,27,74,0.0,1008,26,1,220,西南风,3,15
2088,71,101,多云,27,74,0.0,1008,26,1,220,西南风,3,15
2093,61,101,多云,27,74,0.0,1008,26,18,220,西南风,3,15
