id,breakin_use,change_arc_or_contact,count_number,has_data,opt_year,with_load
5,2010-05-17 00:00:00.0000000,0,4000,1,1000,1
15,2010-05-17 00:00:00.0000000,0,5000,1,1000,1
25,2010-05-17 00:00:00.0000000,0,5000,1,2000,1
30,2010-05-17 00:00:00.0000000,0,6500,1,1100,1
35,2010-05-17 00:00:00.0000000,0,6500,1,1100,1
40,2009-11-13 00:00:00.0000000,0,220,1,20,1
45,2009-11-13 00:00:00.0000000,0,220,1,20,1
50,2009-11-13 00:00:00.0000000,0,100,1,10,1
55,2009-11-13 00:00:00.0000000,0,100,1,10,1
60,2009-11-13 00:00:00.0000000,0,100,1,10,1
65,2009-11-13 00:00:00.0000000,0,100,1,10,1
70,2009-11-13 00:00:00.0000000,0,100,1,10,1
75,2009-11-13 00:00:00.0000000,0,100,1,10,1
80,2009-11-13 00:00:00.0000000,0,100,1,10,1
95,2009-11-13 00:00:00.0000000,0,110,1,10,1
100,2009-11-13 00:00:00.0000000,0,110,1,10,1
105,2009-11-13 00:00:00.0000000,0,60,1,6,1
110,2009-11-13 00:00:00.0000000,0,60,1,6,1
115,2009-01-15 00:00:00.0000000,0,93,1,10,1
120,2015-05-10 00:00:00.0000000,0,6500,1,900,1
125,2009-05-17 00:00:00.0000000,0,6500,1,1100,1
140,2010-05-17 00:00:00.0000000,0,4500,1,450,1
144,2010-05-17 00:00:00.0000000,0,4600,1,56,1
149,2010-05-17 00:00:00.0000000,0,4500,1,450,1
156,2010-05-17 00:00:00.0000000,0,500,1,50,1
164,2010-05-17 00:00:00.0000000,0,5000,1,400,1
171,2010-05-17 00:00:00.0000000,0,4500,1,450,1
177,2010-05-17 00:00:00.0000000,0,450,1,500,1
183,2010-05-17 00:00:00.0000000,0,4500,1,450,1
189,2010-05-17 00:00:00.0000000,0,45,1,10,1
197,2010-05-17 00:00:00.0000000,0,45,1,55,1
203,2010-05-17 00:00:00.0000000,0,4000,1,300,1
209,2010-05-17 00:00:00.0000000,0,450,1,500,1
215,2010-05-17 00:00:00.0000000,0,4500,1,450,1
221,2010-05-17 00:00:00.0000000,0,4500,1,400,1
227,2010-05-17 00:00:00.0000000,0,4500,1,450,1
233,2010-05-17 00:00:00.0000000,0,4500,1,500,1
239,2010-05-17 00:00:00.0000000,0,5000,1,400,1
245,2010-05-17 00:00:00.0000000,0,4500,1,500,1
251,2010-05-17 00:00:00.0000000,0,4500,1,450,1
263,2010-05-17 00:00:00.0000000,0,4000,1,400,1
299,2010-05-17 00:00:00.0000000,0,450,1,500,1
303,2010-05-17 00:00:00.0000000,0,4500,1,450,1
307,2010-05-17 00:00:00.0000000,0,4500,1,500,1
311,2010-05-17 00:00:00.0000000,0,5000,1,100,1
315,2010-05-17 00:00:00.0000000,0,50,1,45,1
319,2010-05-17 00:00:00.0000000,0,4500,1,400,1
323,2010-05-17 00:00:00.0000000,0,4500,1,400,1
331,2010-05-17 00:00:00.0000000,0,4500,1,450,1
333,2010-05-17 00:00:00.0000000,0,4500,1,450,1
377,2001-08-14 00:00:00.0000000,0,500,1,400,1
385,2001-03-11 00:00:00.0000000,0,4500,1,400,1
395,2001-03-11 00:00:00.0000000,0,4500,1,500,1
402,2010-05-17 00:00:00.0000000,0,1000,1,50,1
407,2010-05-17 00:00:00.0000000,0,1000,1,50,1
409,2010-05-17 00:00:00.0000000,0,1000,1,50,1
423,2001-03-11 00:00:00.0000000,0,4500,1,300,1
431,2016-03-02 00:00:00.0000000,0,5000,1,2000,1
463,2016-12-07 00:00:00.0000000,0,500,1,300,1
465,2016-12-07 00:00:00.0000000,0,500,1,300,1
467,2016-12-07 00:00:00.0000000,0,500,1,300,1
469,2016-12-07 00:00:00.0000000,0,500,1,300,1
471,2016-12-07 00:00:00.0000000,0,500,1,300,1
473,2016-12-07 00:00:00.0000000,0,500,1,300,1
475,2016-12-07 00:00:00.0000000,0,500,1,300,1
477,2016-12-07 00:00:00.0000000,0,500,1,300,1
479,2016-12-07 00:00:00.0000000,0,500,1,300,1
494,2016-09-07 00:00:00.0000000,0,500,1,300,1
496,2016-09-07 00:00:00.0000000,0,500,1,300,1
505,2018-05-22 00:00:00.0000000,0,3500,1,500,1
508,2016-11-05 00:00:00.0000000,0,500,1,300,1
513,2018-06-10 00:00:00.0000000,0,4500,1,350,1
522,2018-06-10 00:00:00.0000000,0,4500,1,500,1
532,2018-06-10 00:00:00.0000000,0,2000,1,300,1
559,2018-06-10 00:00:00.0000000,0,2000,1,300,1
561,2018-06-10 00:00:00.0000000,0,2000,1,300,1
563,2018-06-10 00:00:00.0000000,0,2000,1,300,1
565,2018-06-10 00:00:00.0000000,0,2000,1,300,1
567,2018-06-10 00:00:00.0000000,0,2000,1,300,1
569,2018-06-10 00:00:00.0000000,0,2000,1,300,1
573,2016-10-05 00:00:00.0000000,0,500,1,300,1
578,2014-05-22 00:00:00.0000000,0,6500,1,1200,1
585,2002-07-02 00:00:00.0000000,0,4000,1,550,1
593,2001-08-14 00:00:00.0000000,0,500,1,20,1
601,2017-10-21 00:00:00.0000000,0,100,1,10,1
605,2017-10-21 00:00:00.0000000,0,588,1,200,1
613,2018-09-02 00:00:00.0000000,0,10000,1,5000,1
617,2016-05-23 00:00:00.0000000,0,5600,1,200,1
619,2016-05-23 00:00:00.0000000,0,6600,1,2000,1
622,2016-05-23 00:00:00.0000000,0,6600,1,2000,1
629,2017-11-05 00:00:00.0000000,0,2000,1,200,1
637,2009-04-13 00:00:00.0000000,0,400,1,10,1
649,2016-11-07 00:00:00.0000000,0,7500,1,1000,1
651,2016-11-07 00:00:00.0000000,0,7300,1,1000,1
653,2016-11-07 00:00:00.0000000,0,7500,1,1000,1
659,2009-10-27 00:00:00.0000000,0,2000,1,100,1
667,2009-10-27 00:00:00.0000000,0,5000,1,1000,1
672,2009-10-27 00:00:00.0000000,0,400,1,300,1
682,2008-10-07 00:00:00.0000000,0,3000,1,200,1
724,2017-08-04 00:00:00.0000000,0,1000,1,300,1
730,2017-08-04 00:00:00.0000000,0,200,1,300,1
750,2017-02-08 00:00:00.0000000,0,20,1,150,1
797,2010-10-12 00:00:00.0000000,0,500000,1,300,1
801,2010-10-12 00:00:00.0000000,0,30000,1,200,1
821,2013-08-28 00:00:00.0000000,0,1000,1,150,1
823,2011-08-28 00:00:00.0000000,0,10000,1,1500,1
827,2010-06-07 00:00:00.0000000,0,100,1,10,1
834,2010-06-07 00:00:00.0000000,0,93,1,9,1
836,2010-06-07 00:00:00.0000000,0,93,1,9,1
844,2018-08-28 00:00:00.0000000,0,10000,1,1500,1
846,2018-08-28 00:00:00.0000000,0,1000,1,150,1
850,2014-08-28 00:00:00.0000000,0,1000,1,200,1
852,2012-08-28 00:00:00.0000000,0,10000,1,2000,1
856,2011-06-23 00:00:00.0000000,0,5,1,0,1
863,2011-06-23 00:00:00.0000000,0,5,1,0,1
872,2012-08-29 00:00:00.0000000,0,105,1,15,1
874,2012-08-29 00:00:00.0000000,0,105,1,15,1
879,2012-08-29 00:00:00.0000000,0,300,1,45,1
888,2012-08-29 00:00:00.0000000,0,400,1,75,1
893,2012-08-29 00:00:00.0000000,0,200,1,35,1
898,2012-05-04 00:00:00.0000000,0,300,1,50,1
903,2012-08-29 00:00:00.0000000,0,300,1,50,1
905,2012-08-29 00:00:00.0000000,0,300,1,50,1
907,2012-08-29 00:00:00.0000000,0,300,1,50,1
909,2012-08-29 00:00:00.0000000,0,300,1,50,1
911,2012-08-29 00:00:00.0000000,0,300,1,50,1
913,2012-08-29 00:00:00.0000000,0,300,1,50,1
915,2012-08-29 00:00:00.0000000,0,300,1,50,1
917,2012-08-29 00:00:00.0000000,0,300,1,50,1
919,2012-08-29 00:00:00.0000000,0,300,1,50,1
921,2012-08-29 00:00:00.0000000,0,300,1,50,1
923,2012-08-29 00:00:00.0000000,0,300,1,50,1
925,2012-08-29 00:00:00.0000000,0,300,1,50,1
927,2012-08-29 00:00:00.0000000,0,300,1,50,1
929,2012-08-29 00:00:00.0000000,0,300,1,50,1
931,2012-08-29 00:00:00.0000000,0,300,1,50,1
933,2012-08-29 00:00:00.0000000,0,300,1,50,1
935,2012-08-29 00:00:00.0000000,0,300,1,50,1
937,2012-08-29 00:00:00.0000000,0,300,1,50,1
939,2012-08-29 00:00:00.0000000,0,300,1,50,1
941,2012-08-29 00:00:00.0000000,0,300,1,50,1
943,2012-08-29 00:00:00.0000000,0,300,1,50,1
945,2012-08-29 00:00:00.0000000,0,300,1,50,1
947,2012-08-29 00:00:00.0000000,0,300,1,50,1
949,2012-08-29 00:00:00.0000000,0,300,1,50,1
951,2012-08-29 00:00:00.0000000,0,300,1,50,1
966,2012-08-29 00:00:00.0000000,0,300,1,50,1
968,2012-08-29 00:00:00.0000000,0,300,1,50,1
970,2012-08-29 00:00:00.0000000,0,300,1,50,1
972,2012-08-29 00:00:00.0000000,0,300,1,50,1
974,2012-08-29 00:00:00.0000000,0,300,1,50,1
976,2012-08-29 00:00:00.0000000,0,300,1,50,1
978,2012-08-29 00:00:00.0000000,0,300,1,50,1
980,2012-08-29 00:00:00.0000000,0,300,1,50,1
982,2012-08-29 00:00:00.0000000,0,300,1,50,1
984,2012-08-29 00:00:00.0000000,0,300,1,50,1
986,2012-08-29 00:00:00.0000000,0,300,1,50,1
988,2012-08-29 00:00:00.0000000,0,300,1,50,1
990,2012-08-29 00:00:00.0000000,0,300,1,50,1
992,2012-08-29 00:00:00.0000000,0,300,1,50,1
994,2012-08-29 00:00:00.0000000,0,300,1,50,1
996,2012-08-29 00:00:00.0000000,0,300,1,50,1
998,2012-08-29 00:00:00.0000000,0,300,1,50,1
1000,2012-08-29 00:00:00.0000000,0,300,1,50,1
1002,2012-08-29 00:00:00.0000000,0,300,1,50,1
1008,2012-08-29 00:00:00.0000000,0,300,1,50,1
1010,2012-08-29 00:00:00.0000000,0,300,1,50,1
1012,2012-08-29 00:00:00.0000000,0,300,1,50,1
1014,2012-08-29 00:00:00.0000000,0,300,1,50,1
1016,2012-08-29 00:00:00.0000000,0,300,1,50,1
1018,2012-08-29 00:00:00.0000000,0,300,1,50,1
1020,2012-08-29 00:00:00.0000000,0,300,1,50,1
1022,2012-08-29 00:00:00.0000000,0,300,1,50,1
1024,2012-08-29 00:00:00.0000000,0,300,1,50,1
1028,2012-08-20 00:00:00.0000000,0,200,1,36,1
1030,2012-08-20 00:00:00.0000000,0,200,1,36,1
1035,2017-05-31 00:00:00.0000000,0,6500,1,1100,1
1042,2011-06-23 00:00:00.0000000,0,5,1,0,1
1051,2016-05-31 00:00:00.0000000,0,6000,1,900,1
1053,2016-05-31 00:00:00.0000000,0,6500,1,900,1
1062,2016-11-06 00:00:00.0000000,0,500,1,100,1
1067,2016-11-06 00:00:00.0000000,0,900,1,300,1
1072,2011-08-01 00:00:00.0000000,0,1500,1,260,1
1077,2016-05-31 00:00:00.0000000,0,6500,1,900,1
1084,2015-10-03 00:00:00.0000000,0,200,1,30,1
1088,2010-06-07 00:00:00.0000000,0,50,1,5,1
1097,2010-06-03 00:00:00.0000000,0,50,1,5,1
1101,2016-12-06 00:00:00.0000000,0,100,1,50,1
1105,2010-06-07 00:00:00.0000000,0,100,1,10,1
1112,2017-11-28 00:00:00.0000000,0,100,1,50,0
1119,2017-11-28 00:00:00.0000000,0,100,1,50,0
1121,2017-11-28 00:00:00.0000000,0,100,1,50,0
1123,2017-11-28 00:00:00.0000000,0,100,1,50,0
1128,2017-11-28 00:00:00.0000000,0,100,1,50,0
1134,2013-07-12 00:00:00.0000000,0,68,1,15,1
1138,2015-03-10 00:00:00.0000000,0,500,1,20,1
1146,2015-03-10 00:00:00.0000000,0,500,1,20,1
1212,2015-03-10 00:00:00.0000000,0,2000,1,100,0
1226,2015-03-10 00:00:00.0000000,0,2000,1,100,0
1228,2015-03-10 00:00:00.0000000,0,6000,1,1000,0
1230,2015-03-10 00:00:00.0000000,0,9000,1,2000,0
1232,2015-03-10 00:00:00.0000000,0,1000,1,500,0
1236,2016-05-18 00:00:00.0000000,0,3000,1,1000,1
1238,2016-05-18 00:00:00.0000000,0,3000,1,5,1
1240,2016-05-18 00:00:00.0000000,0,50,1,1500,1
1244,2014-08-27 00:00:00.0000000,0,1500,1,300,1
1246,2016-05-18 00:00:00.0000000,0,50,1,1500,1
1248,2016-05-18 00:00:00.0000000,0,50,1,4000,1
1250,2016-05-18 00:00:00.0000000,0,50,1,4000,1
1252,2016-05-18 00:00:00.0000000,0,50,1,4000,1
1254,2016-05-18 00:00:00.0000000,0,2000,1,4000,0
1256,2016-05-18 00:00:00.0000000,0,2000,1,4000,0
1258,2016-05-18 00:00:00.0000000,0,2000,1,4000,0
1260,2016-05-18 00:00:00.0000000,0,2000,1,4000,0
1262,2016-05-18 00:00:00.0000000,0,2000,1,8000,0
1264,2016-05-18 00:00:00.0000000,0,10000,1,8000,0
1266,2016-05-18 00:00:00.0000000,0,10000,1,8000,0
1268,2016-05-18 00:00:00.0000000,0,200,1,5,0
1270,2016-05-18 00:00:00.0000000,0,10,1,8,0
1274,2011-05-18 00:00:00.0000000,0,10,1,10,0
1276,2011-05-18 00:00:00.0000000,0,10,1,10,0
1280,2013-06-05 00:00:00.0000000,0,6600,1,700,1
1287,2016-03-02 00:00:00.0000000,0,5000,1,1000,1
1302,2015-06-06 00:00:00.0000000,0,6500,1,900,1
1309,2018-02-28 00:00:00.0000000,0,2000,1,5000,1
1311,2018-02-28 00:00:00.0000000,0,2000,1,5000,1
1322,2018-06-07 00:00:00.0000000,0,1000,1,500,0
1332,2016-06-07 00:00:00.0000000,0,6500,1,3000,1
1339,2018-02-23 00:00:00.0000000,0,135,1,365,1
1346,2017-09-12 00:00:00.0000000,0,300,1,365,1
1350,2010-05-17 00:00:00.0000000,0,108,1,100,1
1352,2010-03-15 00:00:00.0000000,0,6789,1,730,1
1358,2017-09-27 00:00:00.0000000,0,100,1,1000,0
1360,2017-09-27 00:00:00.0000000,0,1000,1,1000,0
1364,2017-12-27 00:00:00.0000000,0,1000,1,1000,0
1366,2017-01-28 00:00:00.0000000,0,1000,1,500,1
1373,2017-10-27 00:00:00.0000000,1,1000,1,1000,0
1386,2009-10-27 00:00:00.0000000,0,600,1,100,1
1388,2009-10-27 00:00:00.0000000,0,600,1,100,1
1392,2015-03-10 00:00:00.0000000,0,600,1,200,1
1470,2016-11-07 00:00:00.0000000,0,700,1,100,1
1472,2016-11-07 00:00:00.0000000,0,700,1,100,1
1478,2017-11-19 00:00:00.0000000,0,1000000,1,1000,1
1480,2017-11-19 00:00:00.0000000,0,0,1,1000,1
1482,2017-11-19 00:00:00.0000000,0,12000,1,1000,1
1484,2017-11-19 00:00:00.0000000,0,1200,1,1000,1
1486,2017-11-19 00:00:00.0000000,0,1200,1,1000,1
1492,2017-11-19 00:00:00.0000000,0,12000,1,500,1
1494,2017-11-19 00:00:00.0000000,1,12000,1,500,1
1496,2017-11-19 00:00:00.0000000,1,12000,1,500,0
1498,2017-11-19 00:00:00.0000000,0,12000,1,500,0
1500,2017-11-19 00:00:00.0000000,0,12000,1,500,1
1520,2010-10-12 00:00:00.0000000,0,1000,1,100,1
1528,2017-11-19 00:00:00.0000000,0,4000,1,1000,1
1530,2017-11-19 00:00:00.0000000,0,400,1,1000,1
1535,2011-10-21 00:00:00.0000000,0,6500,1,900,1
1542,2011-10-21 00:00:00.0000000,0,6600,1,900,1
1544,2011-10-21 00:00:00.0000000,0,6600,1,900,1
1547,2017-11-19 00:00:00.0000000,0,400,1,1000,1
1550,2017-11-19 00:00:00.0000000,0,13000,1,1000,1
1554,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1556,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1558,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1560,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1562,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1564,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1566,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1568,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1570,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1572,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1574,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1576,2009-10-23 00:00:00.0000000,1,5000,1,500,0
1578,2009-10-23 00:00:00.0000000,0,5000,1,500,1
1580,2009-10-23 00:00:00.0000000,0,5000,1,500,1
1582,2009-10-23 00:00:00.0000000,0,5000,1,500,1
1584,2009-10-23 00:00:00.0000000,0,500,1,500,1
1586,2009-10-23 00:00:00.0000000,0,500,1,500,1
1590,2009-10-23 00:00:00.0000000,0,5000,1,500,0
1592,2009-10-23 00:00:00.0000000,0,1000,1,500,0
1594,2009-10-23 00:00:00.0000000,0,6000,1,500,0
1596,2009-10-23 00:00:00.0000000,0,6000,1,500,0
1598,2009-10-23 00:00:00.0000000,0,8000,1,500,0
1600,2009-10-23 00:00:00.0000000,0,9000,1,500,0
1602,2009-10-23 00:00:00.0000000,0,10000,1,500,0
1604,2009-10-23 00:00:00.0000000,0,11000,1,500,0
1606,2009-10-23 00:00:00.0000000,0,9600,1,500,0
1608,2009-10-23 00:00:00.0000000,0,8600,1,500,0
1610,2009-10-23 00:00:00.0000000,0,8800,1,500,0
1612,2009-10-23 00:00:00.0000000,0,8800,1,500,1
1614,2009-10-23 00:00:00.0000000,0,8800,1,500,1
1616,2009-10-23 00:00:00.0000000,0,6000,1,500,1
1618,2009-10-23 00:00:00.0000000,0,5000,1,500,1
1622,2005-03-28 00:00:00.0000000,0,1000,1,3,1
1624,2005-03-28 00:00:00.0000000,0,18000,1,3,1
1626,2005-03-28 00:00:00.0000000,1,18000,1,3,1
1628,2005-03-28 00:00:00.0000000,1,19000,1,3,1
1630,2005-03-28 00:00:00.0000000,1,19000,1,3,1
1632,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1634,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1636,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1638,2005-03-28 00:00:00.0000000,0,12000,1,1000,0
1640,2005-03-28 00:00:00.0000000,0,9800,1,1000,0
1642,2005-03-28 00:00:00.0000000,0,9800,1,1000,0
1644,2005-03-28 00:00:00.0000000,0,9800,1,1000,0
1646,2005-03-28 00:00:00.0000000,0,12000,1,1000,0
1648,2005-03-28 00:00:00.0000000,0,12000,1,1000,0
1650,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1652,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1654,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1656,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1658,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1660,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1662,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1664,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1666,2005-03-28 00:00:00.0000000,1,12000,1,1000,0
1678,2012-02-08 00:00:00.0000000,0,7000,1,1000,1
1680,2012-02-08 00:00:00.0000000,0,7000,1,1800,1
1682,2012-02-08 00:00:00.0000000,0,8000,1,1800,1
1684,2012-02-08 00:00:00.0000000,0,8000,1,2800,1
1686,2012-02-08 00:00:00.0000000,0,8000,1,3000,1
1688,2012-02-08 00:00:00.0000000,0,8100,1,3000,1
1692,2015-03-10 00:00:00.0000000,0,4000,1,1000,1
1702,2009-10-27 00:00:00.0000000,0,300,1,500,1
1706,2009-10-27 00:00:00.0000000,0,450,1,1000,1
1710,2015-03-10 00:00:00.0000000,0,2000,1,1500,1
1714,2015-03-10 00:00:00.0000000,0,3500,1,1500,1
1718,2012-02-08 00:00:00.0000000,0,6500,1,900,1
1720,2012-02-08 00:00:00.0000000,0,8500,1,2000,1
1722,2012-02-08 00:00:00.0000000,0,8500,1,1000,1
1724,2012-02-08 00:00:00.0000000,0,8500,1,40,1
1745,2009-05-07 00:00:00.0000000,0,80500,1,900,1
1747,2009-05-07 00:00:00.0000000,0,8500,1,900,1
1749,2009-05-07 00:00:00.0000000,0,8500,1,900,1
1751,2018-05-07 00:00:00.0000000,0,3,1,2,1
1753,2010-05-07 00:00:00.0000000,0,8500,1,900,1
1755,2009-05-07 00:00:00.0000000,0,200,1,10,1
1757,2009-05-07 00:00:00.0000000,0,8500,1,900,1
1763,2014-05-07 00:00:00.0000000,0,50,1,12,1
1765,2014-05-07 00:00:00.0000000,0,50,1,12,1
1767,2009-05-07 00:00:00.0000000,0,200,1,20,1
1795,2018-06-14 00:00:00.0000000,0,6000,1,3000,1
1810,2017-02-04 00:00:00.0000000,1,1000,1,300,1
1812,2017-02-04 00:00:00.0000000,0,1000,1,300,1
1817,2016-09-24 00:00:00.0000000,0,20,1,5,1
1820,2016-09-24 00:00:00.0000000,0,20,1,5,1
1832,2016-09-24 00:00:00.0000000,0,10,1,2,1
1834,2016-09-24 00:00:00.0000000,0,10,1,2,1
1869,2018-05-22 00:00:00.0000000,0,20,1,15,0
1873,2018-05-22 00:00:00.0000000,0,20,1,15,0
1877,2018-05-22 00:00:00.0000000,0,25,1,13,1
1881,2018-05-21 00:00:00.0000000,0,30,1,15,1
1883,2018-05-21 00:00:00.0000000,0,30,1,15,1
1885,2018-05-21 00:00:00.0000000,0,30,1,15,1
1887,2018-05-21 00:00:00.0000000,0,30,1,15,0
1889,2018-05-21 00:00:00.0000000,0,30,1,15,0
1891,2018-05-21 00:00:00.0000000,0,30,1,15,0
1893,2018-05-21 00:00:00.0000000,0,30,1,15,0
1895,2018-05-21 00:00:00.0000000,0,30,1,15,0
1897,2018-05-21 00:00:00.0000000,0,30,1,15,0
1901,2018-05-22 00:00:00.0000000,0,30,1,15,0
1907,2018-05-22 00:00:00.0000000,0,20,1,30,0
1913,2018-06-22 00:00:00.0000000,0,20,1,30,0
1919,2018-05-22 00:00:00.0000000,0,1,1,20,0
1930,2018-05-22 00:00:00.0000000,0,3,1,30,0
1937,2018-05-22 00:00:00.0000000,0,3,1,30,0
1939,2018-05-22 00:00:00.0000000,0,3,1,30,0
1941,2018-05-22 00:00:00.0000000,0,3,1,30,0
1943,2018-05-22 00:00:00.0000000,0,3,1,30,0
1945,2018-05-22 00:00:00.0000000,0,3,1,30,0
1947,2018-05-22 00:00:00.0000000,0,3,1,30,0
1949,2018-05-22 00:00:00.0000000,0,3,1,30,0
1951,2018-05-22 00:00:00.0000000,0,3,1,30,0
1953,2018-05-22 00:00:00.0000000,0,3,1,30,0
1961,2018-06-22 00:00:00.0000000,0,2,1,30,0
1963,2018-06-22 00:00:00.0000000,0,2,1,30,0
1967,2018-06-22 00:00:00.0000000,0,3,1,30,0
1972,2018-05-22 00:00:00.0000000,0,2,1,30,0
1977,2014-09-05 00:00:00.0000000,0,200,1,20,1
1985,2018-05-22 00:00:00.0000000,0,3,1,30,0
1987,2018-05-22 00:00:00.0000000,0,3,1,30,0
1989,2018-05-22 00:00:00.0000000,0,3,1,30,0
1991,2018-05-22 00:00:00.0000000,0,3,1,30,0
1993,2018-05-22 00:00:00.0000000,0,3,1,30,0
1995,2018-05-22 00:00:00.0000000,0,3,1,30,0
1997,2018-05-22 00:00:00.0000000,0,3,1,30,0
1999,2018-05-22 00:00:00.0000000,0,3,1,30,0
2005,2018-05-22 00:00:00.0000000,0,3,1,300,1
2007,2018-05-22 00:00:00.0000000,0,3,1,300,0
2009,2018-05-22 00:00:00.0000000,0,3,1,300,0
2011,2018-05-22 00:00:00.0000000,0,3,1,300,0
2016,2018-05-22 00:00:00.0000000,0,3,1,30,0
2061,2010-05-12 00:00:00.0000000,0,2000,1,1000,1
2065,2010-05-12 00:00:00.0000000,0,3500,1,200,1
2069,2010-05-12 00:00:00.0000000,0,3000,1,200,1
2078,2015-07-28 00:00:00.0000000,0,200,1,20,1
2082,2004-04-08 00:00:00.0000000,1,120,1,10,1
2086,2016-11-07 00:00:00.0000000,0,3000,1,200,1
2091,2015-03-10 00:00:00.0000000,0,3500,1,300,1
2096,2016-11-07 00:00:00.0000000,0,3000,1,2000,1
2101,2016-11-07 00:00:00.0000000,0,3000,1,1000,1
2106,2016-11-07 00:00:00.0000000,0,3500,1,2000,1
2110,2016-11-07 00:00:00.0000000,0,3000,1,1000,1
2114,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2118,2016-11-07 00:00:00.0000000,0,3000,1,1000,1
2122,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2126,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2131,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2135,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2139,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2144,2016-11-07 00:00:00.0000000,0,3500,1,500,1
2149,2016-11-07 00:00:00.0000000,0,3500,1,1000,1
2153,2016-11-07 00:00:00.0000000,0,3500,1,200,1
2157,2016-11-07 00:00:00.0000000,0,3000,1,2000,1
2161,2016-11-07 00:00:00.0000000,0,450,1,400,1
2165,2016-11-07 00:00:00.0000000,0,3000,1,1000,1
2173,2016-11-07 00:00:00.0000000,0,3000,1,1000,1
2177,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2181,2016-11-07 00:00:00.0000000,0,2000,1,1000,1
2187,2016-11-07 00:00:00.0000000,0,3000,1,100,1
2200,2017-11-19 00:00:00.0000000,0,320,1,100,1
2202,2017-11-19 00:00:00.0000000,0,320,1,100,1
2216,2018-08-28 00:00:00.0000000,0,100,1,2016,1
2237,2015-03-10 00:00:00.0000000,0,3500,1,400,1
2241,2015-03-10 00:00:00.0000000,0,4500,1,300,1
2245,2015-03-10 00:00:00.0000000,0,3500,1,2000,1
2249,2015-03-10 00:00:00.0000000,0,3500,1,1000,1
2253,2015-03-10 00:00:00.0000000,0,4500,1,500,1
2257,2015-03-10 00:00:00.0000000,0,4500,1,400,1
2261,2015-03-10 00:00:00.0000000,0,3500,1,1000,1
2266,2015-03-10 00:00:00.0000000,0,4500,1,200,1
2271,2015-03-10 00:00:00.0000000,0,4500,1,200,1
2273,2015-03-10 00:00:00.0000000,0,4500,1,200,1
2277,2015-03-10 00:00:00.0000000,0,3500,1,500,1
2285,2015-03-10 00:00:00.0000000,0,400,1,500,1
2293,2017-11-19 00:00:00.0000000,0,3000,1,200,1
2296,2017-11-19 00:00:00.0000000,0,4500,1,200,1
2303,2017-11-19 00:00:00.0000000,0,4500,1,100,1
2310,2012-11-28 00:00:00.0000000,0,3500,1,100,1
2313,2012-11-28 00:00:00.0000000,0,3500,1,100,1
2321,2012-11-28 00:00:00.0000000,1,3500,1,200,1
2323,2012-11-28 00:00:00.0000000,1,3500,1,200,1
2325,2012-11-28 00:00:00.0000000,0,3500,1,200,1
2329,2012-11-28 00:00:00.0000000,0,4500,1,200,1
2331,2012-11-28 00:00:00.0000000,0,1850,1,200,1
2335,2012-11-28 00:00:00.0000000,0,1850,1,300,1
2339,2012-11-28 00:00:00.0000000,0,1850,1,300,1
2341,2012-11-28 00:00:00.0000000,0,1750,1,300,1
2345,2012-11-28 00:00:00.0000000,0,1750,1,300,1
2349,2012-11-28 00:00:00.0000000,0,1750,1,300,1
2353,2012-11-28 00:00:00.0000000,0,1750,1,300,1
2357,2012-11-28 00:00:00.0000000,0,1750,1,300,1
2359,2012-11-28 00:00:00.0000000,1,1750,1,300,1
2361,2012-11-28 00:00:00.0000000,0,1750,1,300,0
2363,2012-11-28 00:00:00.0000000,0,1750,1,300,0
2365,2012-11-28 00:00:00.0000000,0,1750,1,300,0
2369,2012-11-28 00:00:00.0000000,0,1780,1,300,1
2371,2012-11-28 00:00:00.0000000,0,1780,1,300,0
2373,2012-11-28 00:00:00.0000000,0,1780,1,300,1
2375,2012-11-28 00:00:00.0000000,1,1780,1,300,1
