id,breakin_use,change_arc_or_contact,count_number,has_data,opt_year,with_load
8741,2017-08-22 00:00:00.0000000,0,42,1,5,1
8742,2017-07-24 00:00:00.0000000,0,50,1,5,1
8743,2017-08-22 00:00:00.0000000,0,37,1,5,1
8744,2017-07-22 00:00:00.0000000,0,71,1,5,1
8745,2017-07-25 00:00:00.0000000,0,52,1,5,1
8746,2017-08-22 00:00:00.0000000,0,41,1,5,1
8747,2017-08-22 00:00:00.0000000,0,24,1,2,1
8748,2015-02-13 00:00:00.0000000,0,55,1,10,1
8749,2017-08-22 00:00:00.0000000,0,62,1,5,1
8750,2015-02-13 00:00:00.0000000,0,20,1,5,1
8751,2015-03-09 00:00:00.0000000,0,24,1,5,1
8752,2017-07-11 00:00:00.0000000,0,68,1,5,1
8753,2014-12-09 00:00:00.0000000,0,34,1,5,1
8754,2017-08-22 00:00:00.0000000,0,37,1,5,1
8755,2015-03-19 00:00:00.0000000,0,37,1,10,1
8756,2015-03-19 00:00:00.0000000,0,67,1,10,1
8757,2015-03-19 00:00:00.0000000,0,67,1,10,1
8758,2015-03-19 00:00:00.0000000,0,67,1,10,1
8759,2015-08-13 00:00:00.0000000,0,264,1,80,1
8760,2015-07-13 00:00:00.0000000,0,268,1,100,1
8761,2015-02-13 00:00:00.0000000,0,189,1,80,1
8762,2017-08-21 00:00:00.0000000,0,64,1,5,1
8763,2017-08-21 00:00:00.0000000,0,23,1,5,1
8764,2017-08-21 00:00:00.0000000,0,61,1,5,1
8765,2017-08-21 00:00:00.0000000,0,11,1,5,1
8766,2017-08-22 00:00:00.0000000,0,43,1,5,1
8767,2017-08-22 00:00:00.0000000,0,29,1,5,1
8768,2017-08-21 00:00:00.0000000,0,64,1,5,1
8769,2017-04-25 00:00:00.0000000,0,65,1,5,1
8770,2017-04-25 00:00:00.0000000,0,46,1,5,1
8771,2017-04-25 00:00:00.0000000,0,16,1,5,1
8772,2017-04-25 00:00:00.0000000,0,16,1,5,1
8773,2017-04-25 00:00:00.0000000,0,77,1,5,1
8774,2017-04-26 00:00:00.0000000,0,65,1,5,1
8775,2017-04-25 00:00:00.0000000,0,37,1,5,1
8776,2017-04-25 00:00:00.0000000,0,58,1,5,1
8777,2017-04-25 00:00:00.0000000,0,32,1,5,1
8778,2017-04-25 00:00:00.0000000,0,38,1,5,1
8779,2017-04-25 00:00:00.0000000,0,60,1,5,1
8780,2017-06-25 00:00:00.0000000,0,61,1,5,1
8781,2017-06-25 00:00:00.0000000,0,66,1,5,1
8782,2017-05-09 00:00:00.0000000,0,43,1,5,1
8783,2017-05-09 00:00:00.0000000,0,48,1,5,1
8784,2017-05-11 00:00:00.0000000,0,44,1,5,1
8785,2017-04-25 00:00:00.0000000,0,59,1,5,1
8786,2017-05-11 00:00:00.0000000,0,71,1,5,1
8787,2017-06-06 00:00:00.0000000,0,33,1,5,1
8788,2017-06-02 00:00:00.0000000,0,43,1,5,1
8789,2017-05-09 00:00:00.0000000,0,33,1,5,1
8790,2017-09-04 00:00:00.0000000,0,41,1,5,1
8791,2017-09-04 00:00:00.0000000,0,57,1,5,1
8792,2017-09-04 00:00:00.0000000,0,41,1,5,1
8793,2017-08-23 00:00:00.0000000,0,800,1,5,1
8794,2017-09-15 00:00:00.0000000,0,27,1,5,1
8795,2017-09-20 00:00:00.0000000,0,44,1,5,1
8796,2016-01-27 00:00:00.0000000,0,52,1,5,1
8797,2017-03-10 00:00:00.0000000,0,126,1,20,1
8798,2017-09-15 00:00:00.0000000,0,36,1,5,1
8799,2017-09-15 00:00:00.0000000,0,48,1,5,1
8800,2017-03-10 00:00:00.0000000,0,133,1,22,1
8801,2017-09-20 00:00:00.0000000,0,45,1,5,1
8802,2017-03-09 00:00:00.0000000,0,121,1,20,1
8803,2017-03-09 00:00:00.0000000,0,121,1,20,1
8804,2017-03-09 00:00:00.0000000,0,121,1,20,1
8805,2017-03-09 00:00:00.0000000,0,121,1,20,1
8806,2017-03-09 00:00:00.0000000,0,121,1,20,1
8807,2017-03-09 00:00:00.0000000,0,121,1,20,1
8808,2017-03-09 00:00:00.0000000,0,121,1,20,1
8809,2017-03-09 00:00:00.0000000,0,121,1,20,1
8810,2017-03-09 00:00:00.0000000,0,121,1,20,1
8811,2017-03-09 00:00:00.0000000,0,121,1,20,1
8812,2017-03-09 00:00:00.0000000,0,121,1,20,1
8813,2017-03-09 00:00:00.0000000,0,121,1,20,1
8814,2017-03-09 00:00:00.0000000,0,121,1,20,1
8815,2017-03-09 00:00:00.0000000,0,121,1,20,1
8816,2017-03-09 00:00:00.0000000,0,121,1,20,1
8817,2017-03-09 00:00:00.0000000,0,121,1,20,1
8818,2017-03-09 00:00:00.0000000,0,121,1,20,1
8819,2017-03-09 00:00:00.0000000,0,121,1,20,1
8820,2017-08-23 00:00:00.0000000,0,67,1,5,1
8821,2017-09-20 00:00:00.0000000,0,52,1,5,1
8822,2017-09-20 00:00:00.0000000,0,39,1,5,1
8823,2017-03-12 00:00:00.0000000,0,53,1,10,1
8824,2017-03-12 00:00:00.0000000,0,53,1,10,1
8825,2017-03-12 00:00:00.0000000,0,53,1,10,1
8826,2017-03-12 00:00:00.0000000,0,53,1,10,1
8827,2017-03-12 00:00:00.0000000,0,53,1,10,1
8828,2017-03-12 00:00:00.0000000,0,53,1,10,1
8829,2017-03-12 00:00:00.0000000,0,53,1,10,1
8830,2017-03-12 00:00:00.0000000,0,53,1,10,1
8831,2017-03-12 00:00:00.0000000,0,53,1,10,1
8832,2017-03-12 00:00:00.0000000,0,53,1,10,1
8833,2017-03-12 00:00:00.0000000,0,53,1,10,1
8834,2017-03-12 00:00:00.0000000,0,53,1,10,1
8835,2017-03-12 00:00:00.0000000,0,53,1,10,1
8836,2017-03-12 00:00:00.0000000,0,53,1,10,1
8837,2017-03-12 00:00:00.0000000,0,53,1,10,1
8838,2017-03-12 00:00:00.0000000,0,53,1,10,1
8839,2017-03-12 00:00:00.0000000,0,53,1,10,1
8840,2017-03-12 00:00:00.0000000,0,53,1,10,1
8841,2017-03-12 00:00:00.0000000,0,53,1,10,1
8842,2017-03-12 00:00:00.0000000,0,53,1,10,1
8843,2017-03-12 00:00:00.0000000,0,53,1,10,1
8844,2017-03-12 00:00:00.0000000,0,53,1,10,1
8845,2017-03-12 00:00:00.0000000,0,39,1,8,1
8846,2017-03-12 00:00:00.0000000,0,39,1,8,1
8847,2017-03-12 00:00:00.0000000,0,39,1,8,1
8848,2017-03-12 00:00:00.0000000,0,39,1,8,1
8849,2017-03-12 00:00:00.0000000,0,39,1,8,1
8850,2017-03-12 00:00:00.0000000,0,39,1,8,1
8851,2017-03-12 00:00:00.0000000,0,39,1,8,1
8852,2017-03-12 00:00:00.0000000,0,39,1,8,1
8853,2017-03-09 00:00:00.0000000,0,42,1,8,1
8854,2017-03-09 00:00:00.0000000,0,42,1,8,1
8855,2017-03-09 00:00:00.0000000,0,42,1,8,1
8856,2017-03-09 00:00:00.0000000,0,42,1,8,1
8857,2017-03-09 00:00:00.0000000,0,42,1,8,1
8858,2017-03-09 00:00:00.0000000,0,42,1,8,1
8859,2017-03-09 00:00:00.0000000,0,42,1,8,1
8860,2017-03-09 00:00:00.0000000,0,42,1,8,1
8861,2017-03-09 00:00:00.0000000,0,42,1,8,1
8862,2017-03-09 00:00:00.0000000,0,42,1,8,1
8863,2017-03-09 00:00:00.0000000,0,42,1,8,1
8864,2018-06-14 00:00:00.0000000,0,33,1,5,1
8865,2018-06-14 00:00:00.0000000,0,24,1,5,1
8866,2017-03-12 00:00:00.0000000,0,39,1,8,1
8867,2018-06-13 00:00:00.0000000,0,18,1,5,1
8868,2018-06-14 00:00:00.0000000,0,23,1,5,1
8869,2018-06-14 00:00:00.0000000,0,18,1,5,1
8870,2018-06-14 00:00:00.0000000,0,22,1,5,1
8871,2018-06-14 00:00:00.0000000,0,36,1,5,1
8872,2017-03-10 00:00:00.0000000,0,89,1,15,1
8873,2017-03-10 00:00:00.0000000,0,89,1,15,1
8874,2017-03-10 00:00:00.0000000,0,89,1,15,1
8875,2017-03-10 00:00:00.0000000,0,89,1,15,1
8876,2017-03-10 00:00:00.0000000,0,89,1,15,1
8877,2017-03-10 00:00:00.0000000,0,89,1,15,1
8878,2017-03-10 00:00:00.0000000,0,89,1,15,1
8879,2017-03-10 00:00:00.0000000,0,89,1,15,1
8880,2017-03-10 00:00:00.0000000,0,89,1,15,1
8881,2017-03-10 00:00:00.0000000,0,89,1,15,1
8882,2017-03-10 00:00:00.0000000,0,89,1,15,1
8883,2017-03-10 00:00:00.0000000,0,89,1,15,1
8884,2017-03-10 00:00:00.0000000,0,89,1,15,1
8885,2017-03-10 00:00:00.0000000,0,89,1,15,1
8886,2017-02-03 00:00:00.0000000,0,21,1,3,1
8887,2017-03-10 00:00:00.0000000,0,75,1,15,1
8888,2017-03-10 00:00:00.0000000,0,75,1,15,1
8889,2017-03-10 00:00:00.0000000,0,75,1,15,1
8890,2017-03-10 00:00:00.0000000,0,75,1,15,1
8891,2017-03-10 00:00:00.0000000,0,43,1,8,1
8892,2017-03-10 00:00:00.0000000,0,43,1,8,1
8893,2017-03-10 00:00:00.0000000,0,43,1,8,1
8894,2017-03-10 00:00:00.0000000,0,43,1,8,1
8895,2017-03-10 00:00:00.0000000,0,33,1,7,1
8896,2017-03-10 00:00:00.0000000,0,33,1,7,1
8897,2017-05-25 00:00:00.0000000,0,63,1,12,1
8898,2017-05-25 00:00:00.0000000,0,63,1,12,1
8899,2017-05-25 00:00:00.0000000,0,63,1,12,1
8900,2017-05-25 00:00:00.0000000,0,63,1,12,1
8901,2017-05-25 00:00:00.0000000,0,63,1,12,1
8902,2017-05-25 00:00:00.0000000,0,63,1,12,1
8903,2017-05-25 00:00:00.0000000,0,63,1,12,1
8904,2017-05-25 00:00:00.0000000,0,63,1,12,1
8905,2017-05-25 00:00:00.0000000,0,63,1,12,1
8906,2017-05-25 00:00:00.0000000,0,63,1,12,1
8907,2017-05-25 00:00:00.0000000,0,63,1,12,1
8908,2017-05-25 00:00:00.0000000,0,63,1,12,1
8909,2017-05-25 00:00:00.0000000,0,63,1,12,1
8910,2017-05-25 00:00:00.0000000,0,63,1,12,1
8911,2017-05-25 00:00:00.0000000,0,63,1,12,1
8912,2017-05-25 00:00:00.0000000,0,63,1,12,1
8913,2017-05-25 00:00:00.0000000,0,43,1,8,1
8914,2017-03-10 00:00:00.0000000,0,31,1,7,1
8915,2017-03-12 00:00:00.0000000,0,36,1,7,1
8916,2017-03-10 00:00:00.0000000,0,76,1,20,1
8917,2017-03-10 00:00:00.0000000,0,31,1,9,1
8918,2017-03-10 00:00:00.0000000,0,49,1,10,1
8919,2017-03-10 00:00:00.0000000,0,69,1,17,1
8920,2017-03-10 00:00:00.0000000,0,69,1,17,1
8921,2017-03-09 00:00:00.0000000,0,45,1,8,1
8922,2017-03-09 00:00:00.0000000,0,45,1,8,1
8923,2017-03-09 00:00:00.0000000,0,45,1,8,1
8924,2017-03-09 00:00:00.0000000,0,45,1,8,1
8925,2017-03-09 00:00:00.0000000,0,45,1,8,1
8926,2017-03-09 00:00:00.0000000,0,45,1,8,1
8927,2017-03-09 00:00:00.0000000,0,45,1,8,1
8928,2017-03-09 00:00:00.0000000,0,45,1,8,1
8929,2017-03-09 00:00:00.0000000,0,45,1,8,1
8930,2017-03-09 00:00:00.0000000,0,45,1,8,1
8931,2017-03-09 00:00:00.0000000,0,45,1,8,1
8932,2017-03-09 00:00:00.0000000,0,45,1,8,1
8933,2017-03-09 00:00:00.0000000,0,45,1,8,1
8934,2017-03-10 00:00:00.0000000,0,29,1,5,1
8935,2017-03-10 00:00:00.0000000,0,29,1,5,1
8936,2017-03-10 00:00:00.0000000,0,29,1,5,1
8937,2017-03-10 00:00:00.0000000,0,29,1,5,1
8938,2017-03-10 00:00:00.0000000,0,29,1,5,1
8939,2017-03-12 00:00:00.0000000,0,34,1,6,1
8940,2017-03-12 00:00:00.0000000,0,34,1,6,1
8941,2017-03-12 00:00:00.0000000,0,34,1,6,1
8942,2017-03-12 00:00:00.0000000,0,34,1,6,1
8943,2017-03-12 00:00:00.0000000,0,34,1,6,1
8944,2017-03-12 00:00:00.0000000,0,29,1,5,1
8945,2017-03-12 00:00:00.0000000,0,21,1,5,1
8946,2017-03-12 00:00:00.0000000,0,21,1,5,1
8947,2017-03-12 00:00:00.0000000,0,21,1,5,1
8948,2017-03-12 00:00:00.0000000,0,21,1,5,1
8949,2017-03-12 00:00:00.0000000,0,21,1,5,1
8950,2017-03-12 00:00:00.0000000,0,21,1,5,1
8951,2017-03-09 00:00:00.0000000,0,35,1,8,1
8952,2017-03-09 00:00:00.0000000,0,35,1,8,1
8953,2017-03-09 00:00:00.0000000,0,35,1,8,1
8954,2017-03-09 00:00:00.0000000,0,35,1,8,1
8955,2017-03-09 00:00:00.0000000,0,35,1,8,1
8956,2017-03-09 00:00:00.0000000,0,35,1,8,1
8957,2017-03-09 00:00:00.0000000,0,35,1,8,1
8958,2017-03-09 00:00:00.0000000,0,35,1,8,1
8959,2017-03-09 00:00:00.0000000,0,35,1,8,1
8960,2017-03-09 00:00:00.0000000,0,35,1,8,1
8961,2017-03-09 00:00:00.0000000,0,35,1,8,1
8962,2017-03-09 00:00:00.0000000,0,35,1,8,1
8963,2017-03-09 00:00:00.0000000,0,35,1,8,1
8964,2017-09-04 00:00:00.0000000,0,40,1,8,1
8965,2017-09-04 00:00:00.0000000,0,40,1,8,1
8966,2017-09-04 00:00:00.0000000,0,40,1,8,1
8967,2017-09-04 00:00:00.0000000,0,40,1,8,1
8968,2017-09-04 00:00:00.0000000,0,40,1,8,1
8969,2017-09-04 00:00:00.0000000,0,40,1,8,1
8970,2017-09-04 00:00:00.0000000,0,40,1,8,1
8971,2017-09-04 00:00:00.0000000,0,40,1,8,1
8972,2017-09-04 00:00:00.0000000,0,40,1,8,1
8973,2017-09-04 00:00:00.0000000,0,40,1,8,1
8974,2017-05-25 00:00:00.0000000,0,49,1,8,1
8975,2017-05-25 00:00:00.0000000,0,52,1,8,1
8976,2017-05-25 00:00:00.0000000,0,52,1,8,1
8977,2017-05-25 00:00:00.0000000,0,52,1,8,1
8978,2017-05-25 00:00:00.0000000,0,52,1,8,1
8979,2017-05-25 00:00:00.0000000,0,52,1,8,1
8980,2017-05-25 00:00:00.0000000,0,52,1,8,1
8981,2017-05-25 00:00:00.0000000,0,52,1,8,1
8982,2017-05-25 00:00:00.0000000,0,52,1,8,1
8983,2017-05-25 00:00:00.0000000,0,52,1,8,1
8984,2017-05-25 00:00:00.0000000,0,52,1,8,1
8985,2017-05-25 00:00:00.0000000,0,52,1,8,1
8986,2017-05-25 00:00:00.0000000,0,52,1,8,1
8987,2017-05-25 00:00:00.0000000,0,52,1,8,1
8988,2017-05-25 00:00:00.0000000,0,55,1,8,1
8989,2017-05-24 00:00:00.0000000,0,106,1,30,1
8990,2017-05-24 00:00:00.0000000,0,117,1,30,1
8991,2017-05-24 00:00:00.0000000,0,117,1,30,1
8992,2017-05-24 00:00:00.0000000,0,117,1,30,1
8993,2017-05-24 00:00:00.0000000,0,117,1,30,1
8994,2017-05-24 00:00:00.0000000,0,117,1,30,1
8995,2017-02-11 00:00:00.0000000,0,11,1,2,1
8996,2017-03-10 00:00:00.0000000,0,6,1,2,1
8997,2017-02-10 00:00:00.0000000,0,12,1,3,1
8998,2017-02-12 00:00:00.0000000,0,18,1,3,1
8999,2017-02-12 00:00:00.0000000,0,11,1,5,1
9000,2017-02-11 00:00:00.0000000,0,16,1,5,1
9001,2017-02-11 00:00:00.0000000,0,8,1,5,1
9002,2017-02-11 00:00:00.0000000,0,7,1,5,1
9003,2017-02-13 00:00:00.0000000,0,6,1,5,1
9004,2017-02-11 00:00:00.0000000,0,2,1,5,1
9005,2017-02-11 00:00:00.0000000,0,2,1,5,0
9006,2017-04-23 00:00:00.0000000,0,6,1,5,1
9007,2017-04-23 00:00:00.0000000,0,1,1,5,1
9008,2017-04-23 00:00:00.0000000,0,6,1,5,1
9009,2017-04-22 00:00:00.0000000,0,4,1,5,1
9010,2017-04-22 00:00:00.0000000,0,4,1,5,1
9011,2017-04-23 00:00:00.0000000,0,8,1,5,1
9012,2017-04-23 00:00:00.0000000,0,6,1,5,1
9013,2017-08-23 00:00:00.0000000,0,4,1,5,1
9014,2017-05-25 00:00:00.0000000,0,33,1,5,1
9015,2017-10-03 00:00:00.0000000,0,11,1,5,1
9016,2017-10-03 00:00:00.0000000,0,11,1,5,1
9017,2017-05-25 00:00:00.0000000,0,37,1,5,1
9018,2017-05-25 00:00:00.0000000,0,45,1,6,1
9019,2017-05-25 00:00:00.0000000,0,45,1,6,1
9020,2017-05-25 00:00:00.0000000,0,45,1,6,1
9021,2017-05-25 00:00:00.0000000,0,45,1,6,1
9022,2017-05-25 00:00:00.0000000,0,45,1,6,1
9023,2017-05-25 00:00:00.0000000,0,45,1,6,1
9024,2017-05-25 00:00:00.0000000,0,45,1,6,1
9025,2017-10-03 00:00:00.0000000,0,13,1,3,1
9026,2017-05-25 00:00:00.0000000,0,126,1,30,1
9027,2017-05-25 00:00:00.0000000,0,126,1,30,1
9028,2017-11-21 00:00:00.0000000,0,9,1,3,1
9029,2017-11-21 00:00:00.0000000,0,9,1,3,1
9030,2017-05-25 00:00:00.0000000,0,49,1,5,1
9031,2017-05-25 00:00:00.0000000,0,49,1,5,1
9032,2017-11-21 00:00:00.0000000,0,15,1,3,1
9033,2017-11-21 00:00:00.0000000,0,6,1,3,1
9034,2017-11-22 00:00:00.0000000,0,7,1,3,1
9035,2017-11-22 00:00:00.0000000,0,4,1,3,1
9036,2017-11-23 00:00:00.0000000,0,3,1,3,1
9037,2017-06-25 00:00:00.0000000,0,55,1,6,1
9038,2017-06-24 00:00:00.0000000,0,48,1,5,1
9039,2017-09-05 00:00:00.0000000,0,133,1,25,1
9040,2017-09-04 00:00:00.0000000,0,57,1,10,1
9041,2017-08-07 00:00:00.0000000,0,61,1,8,1
9042,2017-08-07 00:00:00.0000000,0,61,1,8,1
9043,2017-08-07 00:00:00.0000000,0,66,1,7,1
9044,2017-07-23 00:00:00.0000000,0,53,1,5,1
9045,2017-07-23 00:00:00.0000000,0,53,1,5,1
9046,2017-07-23 00:00:00.0000000,0,53,1,5,1
9047,2017-11-22 00:00:00.0000000,0,8,1,3,1
9048,2017-11-22 00:00:00.0000000,0,8,1,3,1
9049,2017-09-05 00:00:00.0000000,0,62,1,7,1
9050,2017-11-23 00:00:00.0000000,0,9,1,3,1
9051,2017-09-05 00:00:00.0000000,0,46,1,5,1
9052,2017-09-05 00:00:00.0000000,0,78,1,8,1
9053,2017-11-22 00:00:00.0000000,0,8,1,3,1
9054,2017-11-22 00:00:00.0000000,0,7,1,3,1
9055,2017-09-04 00:00:00.0000000,0,104,1,25,1
9056,2017-11-23 00:00:00.0000000,0,11,1,3,1
9057,2017-09-05 00:00:00.0000000,0,86,1,7,1
9058,2017-11-21 00:00:00.0000000,0,4,1,3,1
9059,2019-02-12 00:00:00.0000000,0,21,1,5,1
9060,2019-02-12 00:00:00.0000000,0,21,1,5,1
9061,2019-02-12 00:00:00.0000000,0,15,1,5,1
9062,2017-11-23 00:00:00.0000000,0,9,1,3,1
9063,2019-02-12 00:00:00.0000000,0,16,1,5,1
9064,2016-06-02 00:00:00.0000000,0,37,1,5,1
9065,2019-02-12 00:00:00.0000000,0,22,1,5,1
9066,2019-02-12 00:00:00.0000000,0,23,1,5,1
9067,2016-06-16 00:00:00.0000000,0,68,1,5,1
9068,2019-02-12 00:00:00.0000000,0,25,1,5,1
9069,2019-02-12 00:00:00.0000000,0,16,1,5,1
9070,2019-02-12 00:00:00.0000000,0,23,1,5,1
9071,2019-02-12 00:00:00.0000000,0,23,1,5,1
9072,2019-02-12 00:00:00.0000000,0,23,1,5,1
9073,2019-02-12 00:00:00.0000000,0,23,1,5,1
9074,2019-02-12 00:00:00.0000000,0,23,1,5,1
9075,2019-02-12 00:00:00.0000000,0,23,1,5,1
9076,2019-02-12 00:00:00.0000000,0,17,1,5,1
9077,2018-07-04 00:00:00.0000000,0,35,1,5,1
9078,2018-07-05 00:00:00.0000000,0,27,1,5,1
9079,2018-08-04 00:00:00.0000000,0,19,1,5,1
9080,2018-08-04 00:00:00.0000000,0,21,1,5,1
9081,2018-08-04 00:00:00.0000000,0,21,1,5,1
9082,2018-08-04 00:00:00.0000000,0,12,1,5,1
9083,2018-08-04 00:00:00.0000000,0,11,1,5,1
9084,2018-08-04 00:00:00.0000000,0,23,1,5,1
9085,2018-08-02 00:00:00.0000000,0,17,1,5,1
9086,2018-07-04 00:00:00.0000000,0,27,1,5,1
9087,2018-08-04 00:00:00.0000000,0,17,1,5,1
9088,2018-08-04 00:00:00.0000000,0,17,1,5,1
9089,2018-08-04 00:00:00.0000000,0,17,1,5,1
9090,2018-08-04 00:00:00.0000000,0,15,1,5,1
9091,2018-08-04 00:00:00.0000000,0,11,1,5,1
9092,2018-08-04 00:00:00.0000000,0,11,1,5,1
9093,2018-08-04 00:00:00.0000000,0,11,1,5,1
9094,2018-08-04 00:00:00.0000000,0,11,1,5,1
9095,2018-08-04 00:00:00.0000000,0,15,1,5,1
9096,2018-08-04 00:00:00.0000000,0,16,1,5,1
9097,2018-08-04 00:00:00.0000000,0,16,1,5,1
9098,2018-08-04 00:00:00.0000000,0,16,1,5,1
9099,2018-08-04 00:00:00.0000000,0,16,1,5,1
9100,2018-08-04 00:00:00.0000000,0,18,1,5,1
9101,2018-08-04 00:00:00.0000000,0,18,1,5,1
9102,2018-08-04 00:00:00.0000000,0,18,1,5,1
9103,2018-07-02 00:00:00.0000000,0,20,1,5,1
9104,2018-07-02 00:00:00.0000000,0,20,1,5,1
9105,2018-07-02 00:00:00.0000000,0,20,1,5,1
9106,2018-07-02 00:00:00.0000000,0,20,1,5,1
9107,2018-07-02 00:00:00.0000000,0,20,1,5,1
9108,2018-07-02 00:00:00.0000000,0,20,1,5,1
9109,2018-07-02 00:00:00.0000000,0,20,1,5,1
9110,2018-07-02 00:00:00.0000000,0,20,1,5,1
9111,2018-10-19 00:00:00.0000000,0,23,1,5,1
9112,2018-10-19 00:00:00.0000000,0,23,1,5,1
9113,2018-07-05 00:00:00.0000000,0,28,1,5,1
9114,2018-07-31 00:00:00.0000000,0,12,1,5,1
9115,2018-10-19 00:00:00.0000000,0,12,1,5,1
9116,2018-10-19 00:00:00.0000000,0,23,1,5,1
9117,2018-07-31 00:00:00.0000000,0,16,1,5,1
9118,2018-07-31 00:00:00.0000000,0,16,1,5,1
9119,2018-07-31 00:00:00.0000000,0,16,1,5,1
9120,2018-07-31 00:00:00.0000000,0,16,1,5,1
9121,2018-08-04 00:00:00.0000000,0,9,1,5,1
9122,2018-08-04 00:00:00.0000000,0,9,1,5,1
9123,2018-08-04 00:00:00.0000000,0,9,1,5,1
9124,2018-08-02 00:00:00.0000000,0,11,1,5,1
9125,2018-10-19 00:00:00.0000000,0,8,1,5,1
9126,2018-07-03 00:00:00.0000000,0,23,1,5,1
9127,2018-07-31 00:00:00.0000000,0,13,1,5,1
9128,2018-10-19 00:00:00.0000000,0,14,1,5,1
9129,2018-07-31 00:00:00.0000000,0,13,1,5,1
9130,2018-08-02 00:00:00.0000000,0,16,1,5,1
9131,2018-10-19 00:00:00.0000000,0,16,1,5,1
9132,2018-08-02 00:00:00.0000000,0,21,1,5,1
9133,2018-10-19 00:00:00.0000000,0,25,1,5,1
9134,2018-07-04 00:00:00.0000000,0,27,1,5,1
9135,2018-07-04 00:00:00.0000000,0,27,1,5,1
9136,2018-07-04 00:00:00.0000000,0,27,1,5,1
9137,2018-07-04 00:00:00.0000000,0,27,1,5,1
9138,2018-07-04 00:00:00.0000000,0,27,1,5,1
9139,2018-07-04 00:00:00.0000000,0,27,1,5,1
9140,2018-07-04 00:00:00.0000000,0,27,1,5,1
9141,2018-07-04 00:00:00.0000000,0,27,1,5,1
9142,2018-07-04 00:00:00.0000000,0,27,1,5,1
9143,2018-10-28 00:00:00.0000000,0,19,1,5,1
9144,2018-10-28 00:00:00.0000000,0,19,1,5,1
9145,2018-10-28 00:00:00.0000000,0,19,1,5,1
9146,2018-05-16 00:00:00.0000000,0,36,1,5,1
9147,2018-05-16 00:00:00.0000000,0,36,1,5,1
9148,2018-08-04 00:00:00.0000000,0,22,1,5,1
9149,2018-10-19 00:00:00.0000000,0,23,1,5,1
9150,2018-10-29 00:00:00.0000000,0,21,1,5,1
9151,2018-10-29 00:00:00.0000000,0,21,1,5,1
9152,2018-10-29 00:00:00.0000000,0,21,1,5,1
9153,2018-10-29 00:00:00.0000000,0,21,1,5,1
9154,2018-10-29 00:00:00.0000000,0,21,1,5,1
9155,2018-10-29 00:00:00.0000000,0,21,1,5,1
9156,2018-11-02 00:00:00.0000000,0,19,1,5,1
9157,2018-07-05 00:00:00.0000000,0,33,1,5,1
9158,2018-08-04 00:00:00.0000000,0,22,1,5,1
9159,2018-07-03 00:00:00.0000000,0,29,1,5,1
9160,2018-07-31 00:00:00.0000000,0,26,1,5,1
9161,2018-07-31 00:00:00.0000000,0,26,1,5,1
9162,2018-10-19 00:00:00.0000000,0,26,1,5,1
9163,2018-10-19 00:00:00.0000000,0,26,1,5,1
9164,2018-10-19 00:00:00.0000000,0,24,1,5,1
9165,2018-10-19 00:00:00.0000000,0,24,1,5,1
9166,2018-10-19 00:00:00.0000000,0,24,1,5,1
9167,2018-10-19 00:00:00.0000000,0,24,1,5,1
9168,2018-10-19 00:00:00.0000000,0,24,1,5,1
9169,2018-11-02 00:00:00.0000000,0,19,1,5,1
9170,2018-11-02 00:00:00.0000000,0,19,1,5,1
9171,2018-11-02 00:00:00.0000000,0,19,1,5,1
9172,2018-11-02 00:00:00.0000000,0,23,1,5,1
9173,2018-10-19 00:00:00.0000000,0,21,1,5,1
9174,2018-07-04 00:00:00.0000000,0,23,1,5,1
9175,2018-10-19 00:00:00.0000000,0,33,1,5,1
9176,2018-08-02 00:00:00.0000000,0,19,1,5,1
9177,2018-07-31 00:00:00.0000000,0,23,1,5,1
9178,2018-11-02 00:00:00.0000000,0,19,1,5,1
9179,2018-11-02 00:00:00.0000000,0,18,1,5,1
9180,2018-07-31 00:00:00.0000000,0,23,1,5,1
9181,2018-07-31 00:00:00.0000000,0,22,1,5,1
9182,2018-07-31 00:00:00.0000000,0,22,1,5,1
9183,2018-11-02 00:00:00.0000000,0,16,1,5,1
9184,2018-11-02 00:00:00.0000000,0,16,1,5,1
9185,2018-11-02 00:00:00.0000000,0,16,1,5,1
9186,2018-11-02 00:00:00.0000000,0,16,1,5,1
9187,2018-11-02 00:00:00.0000000,0,15,1,5,1
9188,2018-11-02 00:00:00.0000000,0,15,1,5,1
9189,2018-11-02 00:00:00.0000000,0,15,1,5,1
9190,2018-11-02 00:00:00.0000000,0,15,1,5,1
9191,2018-11-02 00:00:00.0000000,0,15,1,5,1
9192,2018-11-02 00:00:00.0000000,0,15,1,5,1
9193,2018-10-19 00:00:00.0000000,0,35,1,5,1
9194,2018-10-19 00:00:00.0000000,0,35,1,5,1
9195,2018-10-19 00:00:00.0000000,0,35,1,5,1
9196,2018-10-19 00:00:00.0000000,0,35,1,5,1
9197,2018-07-31 00:00:00.0000000,0,26,1,5,1
9198,2018-11-02 00:00:00.0000000,0,23,1,5,1
9199,2018-11-02 00:00:00.0000000,0,23,1,5,1
9200,2018-11-02 00:00:00.0000000,0,23,1,5,1
9201,2018-11-02 00:00:00.0000000,0,23,1,5,1
9202,2018-07-31 00:00:00.0000000,0,24,1,5,1
9203,2018-07-31 00:00:00.0000000,0,16,1,5,1
9204,2018-07-31 00:00:00.0000000,0,22,1,5,1
9205,2018-07-31 00:00:00.0000000,0,22,1,5,1
