ID_Number_Seal,Production_Order,SAP_NO,MLFB,PRODUCT_TYPE,OPENING_TIME_NOM,CLOSING_TIME_NOM,BREAKER_LIFE_TYPE_ID,CREATE_DATE
000491210518000,111010518000,1234567899,3WL11062AA324BB2ZA30,3WL1,75.14,56.20,L001,2001-05-18 00:00:00.000
000491210518001,111010328001,0001234567,3WL12204DG464GN2ZC22K07K01,3WL1,79.48,52.85,L007,2001-05-18 00:00:00.000
000491210518002,111010518001,1234567899,3WL12324DG464GN2ZC22K07K01,3WL1,86.38,52.85,L009,2001-05-18 00:00:00.000
000491210521000,111010415001,1234567899,3WL11062AA364BB2ZA30,3WL1,79.60,58.55,L001,2001-05-21 00:00:00.000
000491210521001,111010521001,kehagias1-,3WL11102CB364AN4ZC20,3WL1,75.22,53.95,L001,2001-05-21 00:00:00.000
000491210521002,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-21 00:00:00.000
000491210521003,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-21 00:00:00.000
000491210523000,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-23 00:00:00.000
000491210523001,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-23 00:00:00.000
000491210528000,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-28 00:00:00.000
000491210528001,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-28 00:00:00.000
000491210528002,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-28 00:00:00.000
000491210528003,111010528001,1234567899,3WL11102AA361AA2ZA30F02,3WL1,0.00,0.00,L001,2001-05-28 00:00:00.000
000491210528004,111010528001,1234567899,3WL11102AA361AA2ZA30F02,3WL1,0.00,0.00,L001,2001-05-28 00:00:00.000
000491210529000,111010518001,1234567899,3WL12324DG464GN2ZC22K07K01,3WL1,87.77,53.60,L009,2001-05-29 00:00:00.000
000491210529001,111010328001,0001234567,3WL12204DG464GN2ZC22K07K01,3WL1,79.30,55.95,L007,2001-05-29 00:00:00.000
000491210529002,111010529001,1234567899,3WL11102CB354GG2,3WL1,73.09,54.05,L001,2001-05-29 00:00:00.000
000491210530000,111010521001,kehagias1-,3WL11102CB364AN4ZC20,3WL1,80.32,53.20,L001,2001-05-30 00:00:00.000
000491210531000,111010330000,1234567899,3WL11062AA361AA2ZA30,3WL1,0.00,0.00,L001,2001-05-31 00:00:00.000
000491210613000,000150214055,0075073457,3WL12323CB361AA2,3WL1,0.00,0.00,L009,2001-06-13 00:00:00.000
000491210619000,000150217227,75075498,3WL12324AA321AA2ZA30,3WL1,0.00,0.00,L009,2001-06-19 00:00:00.000
000491210620000,000150220488,75073610,3WL11103CB351AA2ZA20,3WL1,0.00,0.00,L001,2001-06-20 00:00:00.000
000491210620001,000150220489,75073610,3WL11163CB321AA2ZA20,3WL1,0.00,0.00,L001,2001-06-20 00:00:00.000
000491210620002,000150220490,75073610,3WL11163CB351AA2ZA20,3WL1,0.00,0.00,L001,2001-06-20 00:00:00.000
000491210620003,000150220490,75073610,3WL11163CB351AA2ZA20,3WL1,0.00,0.00,L001,2001-06-20 00:00:00.000
000491210620004,000150220490,75073610,3WL11163CB351AA2ZA20,3WL1,0.00,0.00,L001,2001-06-20 00:00:00.000
000491210620005,000150220466,75076728,3WL11162CB324GN2ZA20K07,3WL1,70.83,52.20,L001,2001-06-20 00:00:00.000
000491210621000,000150217232,75075500,3WL11162AA366BA2ZA30,3WL1,76.29,52.80,L001,2001-06-21 00:00:00.000
000491210628000,000150220500,75076627,3WL11063AA351AA2,3WL1,0.00,0.00,L001,2001-06-28 00:00:00.000
000491210629000,000150224495,75076627,3WL12324CB351AA2,3WL1,0.00,0.00,L009,2001-06-29 00:00:00.000
000491210629001,000150224495,75076627,3WL12324CB351AA2,3WL1,0.00,0.00,L009,2001-06-29 00:00:00.000
000491210629002,000150220491,75073610,3WL12103CB321AA2,3WL1,0.00,0.00,L007,2001-06-29 00:00:00.000
000491210629003,111010629000,1234567899,3WL12204DG461DL2ZC22K07K01M03M23,3WL1,0.00,57.45,L007,2001-06-29 00:00:00.000
000491210702000,000150220497,75073610,3WL12254CB321AA2ZA20,3WL1,0.00,0.00,L007,2001-07-02 00:00:00.000
000491210702001,000150220499,75073610,3WL12324CB321AA2ZA20,3WL1,0.00,0.00,L009,2001-07-02 00:00:00.000
000491210702002,000150220499,75073610,3WL12324CB321AA2ZA20,3WL1,0.00,0.00,L009,2001-07-02 00:00:00.000
000491210702003,000150213426,75073607,3WL11062EB354GA2ZA20A30K07C01S03,3WL1,0.00,0.00,L001,2001-07-02 00:00:00.000
000491210703000,000150220496,75073610,3WL12254CB361AA2ZA20,3WL1,0.00,0.00,L007,2001-07-03 00:00:00.000
000491210703001,111010629000,1234567899,3WL12204DG461DL2ZC22K07K01M03M23,3WL1,0.00,56.90,L007,2001-07-03 00:00:00.000
000491210704000,000150220498,75073610,3WL12324CB361AA2ZA20,3WL1,0.00,0.00,L009,2001-07-04 00:00:00.000
000491210704001,000150217229,75075499,3WL12103CB344AN2ZB08C22K07A30,3WL1,78.37,0.00,L007,2001-07-04 00:00:00.000
000491210706000,000150227279,9250003044,3WL12252CB366BA2ZA30,3WL1,75.06,52.50,L007,2001-07-06 00:00:00.000
000491210706001,000150224496,9250003018,3WL11102CB366BB2ZA30,3WL1,70.45,54.12,L001,2001-07-06 00:00:00.000
000491210706002,000150217228,75075499,3WL11123CB344AN2ZB10C22K07A30,3WL1,72.09,0.00,L001,2001-07-06 00:00:00.000
000491210709000,000150220498,75073610,3WL12324CB361AA2ZA20,3WL1,0.00,0.00,L009,2001-07-09 00:00:00.000
000491210709001,000150220492,75073610,3WL12164CB361AA2ZA20,3WL1,0.00,0.00,L007,2001-07-09 00:00:00.000
000491210709002,000150220494,75073610,3WL12204CB361AA2ZA20,3WL1,0.00,0.00,L007,2001-07-09 00:00:00.000
000491210709003,000150220493,75073610,3WL12164CB321AA2ZA20,3WL1,0.00,0.00,L007,2001-07-09 00:00:00.000
000491210709004,000150220495,75073610,3WL12204CB321AA2ZA20,3WL1,0.00,0.00,L007,2001-07-09 00:00:00.000
000491210710000,000150220495,75073610,3WL12204CB321AA2ZA20,3WL1,0.00,0.00,L007,2001-07-10 00:00:00.000
000491210713000,000150228666,75080291,3WL12322CB321AA2,3WL1,0.00,0.00,L009,2001-07-13 00:00:00.000
000491210713001,000150228669,75080292,3WL12252CB321AA2,3WL1,0.00,0.00,L007,2001-07-13 00:00:00.000
000491210713002,000150228660,75080289,3WL11102AA363AN2ZA30,3WL1,0.00,0.00,L001,2001-07-13 00:00:00.000
000491210713003,000150228660,75080289,3WL11102AA363AN2ZA30,3WL1,74.68,0.00,L001,2001-07-13 00:00:00.000
000491210716000,111010716000,1234565555,3WL13404CB354GN2ZB12,3WL1,0.00,0.00,L011,2001-07-16 00:00:00.000
000491210716001,111010716000,1234565555,3WL13404CB354GN2ZB12,3WL1,95.07,56.05,L011,2001-07-16 00:00:00.000
000491210718000,111010718000,1235555555,3WL13504CB364GA2,3WL1,84.34,51.65,L011,2001-07-18 00:00:00.000
000491210718001,111010718001,1234556666,3WL13634CB374GM2ZC22K01K07,3WL1,89.45,53.80,L011,2001-07-18 00:00:00.000
000491210719000,111010719000,1236656666,3WL13634CB354GA2,3WL1,84.72,52.85,L011,2001-07-19 00:00:00.000
000491210719001,111010719001,9999999999,3WL13634CB374GA2,3WL1,84.06,54.10,L011,2001-07-19 00:00:00.000
000491210720000,111010720000,1232321223,3WL13634CB374GA2,3WL1,83.54,53.70,L011,2001-07-20 00:00:00.000
000491210720001,111010720001,3151152151,3WL13404CB364GJ2ZB12,3WL1,87.76,52.30,L011,2001-07-20 00:00:00.000
000491210720002,111010720002,1111111111,3WL11163CB351AL2ZM03M23,3WL1,0.00,0.00,L001,2001-07-20 00:00:00.000
000491210723000,000150228665,75080291,3WL11162CB321AA2,3WL1,0.00,0.00,L001,2001-07-23 00:00:00.000
000491210723001,000150228671,75080292,3WL11102CB321AA2,3WL1,0.00,0.00,L001,2001-07-23 00:00:00.000
000491210723002,000150228670,75080292,3WL11102CB321AA2,3WL1,0.00,0.00,L001,2001-07-23 00:00:00.000
000491210723003,000150228667,75080291,3WL11162CB361AA2,3WL1,0.00,0.00,L001,2001-07-23 00:00:00.000
000491210724000,111010724000,9999999999,3WL13634CB376BJ2ZC22K01K07,3WL1,83.77,52.85,L011,2001-07-24 00:00:00.000
000491210724001,111010724001,9999999999,3WL13504CB354GN2,3WL1,93.47,53.75,L011,2001-07-24 00:00:00.000
000491210724002,000150230900,75081254,3WL11102CB364AN2ZA30,3WL1,79.48,0.00,L001,2001-07-24 00:00:00.000
000491210724003,000150230910,75081260,3WL11102CB364AN2ZA30,3WL1,76.78,0.00,L001,2001-07-24 00:00:00.000
000491210724004,000150230909,75081259,3WL11102CB364AN2ZA30,3WL1,73.47,0.00,L001,2001-07-24 00:00:00.000
000491210725000,000150230907,75081257,3WL11102CB364AN2ZA30,3WL1,76.95,0.00,L001,2001-07-25 00:00:00.000
000491210725001,000150230906,75081256,3WL11102CB364AN2ZA30,3WL1,72.92,0.00,L001,2001-07-25 00:00:00.000
000491210725002,000150230908,75081258,3WL11102CB364AN2ZA30,3WL1,72.83,0.00,L001,2001-07-25 00:00:00.000
000491210726000,111010726000,9999999999,3WL13634CB354GN2,3WL1,88.10,52.20,L011,2001-07-26 00:00:00.000
000491210726001,111010726001,1236656666,3WL13634CB354GA2,3WL1,88.03,53.60,L011,2001-07-26 00:00:00.000
000491210727000,000150230901,75081255,3WL11102CB364AN2ZA30,3WL1,75.25,0.00,L001,2001-07-27 00:00:00.000
000491210727001,111010727001,9999999999,3WL13634CB374GA2,3WL1,85.83,53.90,L011,2001-07-27 00:00:00.000
000491210727002,111010727002,1234567899,3WL12204DG464GN2ZC22K01,3WL1,88.45,54.80,L007,2001-07-27 00:00:00.000
000491210730001,111010521001,kehagias1-,3WL11102CB364AN4ZC20,3WL1,86.47,0.00,L001,2001-07-30 00:00:00.000
000491210730002,111010515000,1234567899,3WL11102CB364GA2,3WL1,73.69,53.55,L001,2001-07-30 00:00:00.000
000491210730003,111010509001,1234567899,3WL12253CB454GN4,3WL1,88.88,53.85,L007,2001-07-30 00:00:00.000
000491210802000,111010802000,1234567899,3WL12324DG464GN2ZC22K07K01,3WL1,87.49,50.85,L009,2001-08-02 00:00:00.000
000491210803000,000150235562,75083144,3WL12202CB366BA2ZA20A30C12K07,3WL1,81.34,55.63,L007,2001-08-03 00:00:00.000
000491210803001,000150235562,75083144,3WL12202CB366BA2ZA20A30C12K07,3WL1,77.66,54.20,L007,2001-08-03 00:00:00.000
000491210803002,111010803000,1234567899,3WL12204DG464GN2ZC22K01,3WL1,81.82,52.85,L007,2001-08-03 00:00:00.000
000491210806000,000150235562,75083144,3WL12202CB366BA2ZA20A30C12K07,3WL1,77.77,53.67,L007,2001-08-06 00:00:00.000
000491210806001,111010806000,9999999999,3WL13634CB374GA2,3WL1,87.89,57.20,L011,2001-08-06 00:00:00.000
000491210807000,111010807001,99,3WL11103CB354DS2ZA20,3WL1,0.00,0.00,L001,2001-08-07 00:00:00.000
000491210807001,111010807002,99,3WL11103CB354DS2,3WL1,0.00,0.00,L001,2001-08-07 00:00:00.000
000491210807002,111010807001,99,3WL11103CB354DS2ZA20,3WL1,0.00,0.00,L001,2001-08-07 00:00:00.000
000491210807003,111010807002,99,3WL11103CB354DS2,3WL1,0.00,0.00,L001,2001-08-07 00:00:00.000
000491210807004,111010807003,99,3WL11103CB354DS2ZA30,3WL1,0.00,0.00,L001,2001-08-07 00:00:00.000
000491210807005,111010807001,99,3WL11103CB354DS2ZA20,3WL1,0.00,0.00,L001,2001-08-07 00:00:00.000
000491210809000,000150238574,75084348,3WL11122AA384AA2ZK07,3WL1,73.83,0.00,L001,2001-08-09 00:00:00.000
000491210809001,000150238179,75084306,3WL11102CB366BA2ZA30,3WL1,74.91,55.00,L001,2001-08-09 00:00:00.000
000491210810000,000150238572,75084348,3WL11122CB384AA2ZK07,3WL1,71.73,0.00,L001,2001-08-10 00:00:00.000
000491210810002,000150240835,75083663,3WL12203AA461BA2ZC01M21,3WL1,80.10,55.28,L007,2001-08-10 00:00:00.000
000491210810003,000150240835,75083663,3WL12203AA461BA2ZC01M21,3WL1,84.72,53.72,L007,2001-08-10 00:00:00.000
000491210810004,000150238568,75084348,3WL11122CB384AA2ZK07,3WL1,72.07,0.00,L001,2001-08-10 00:00:00.000
000491210813000,000150238570,75084348,3WL11122CB384AA2ZK07,3WL1,73.60,0.00,L001,2001-08-13 00:00:00.000
000491210813001,000150238576,75084348,3WL11122CB384AA2,3WL1,75.15,0.00,L001,2001-08-13 00:00:00.000
000491210813002,000150238566,75084348,3WL11122CB384AA2ZK07,3WL1,73.43,0.00,L001,2001-08-13 00:00:00.000
000491210813005,111010813001,99999999,3WL13634CB354GA2,3WL1,88.90,53.28,L011,2001-08-13 00:00:00.000
000491210813006,111010813000,99999999,3WL13634CB364GA2,3WL1,87.88,54.20,L011,2001-08-13 00:00:00.000
000491210814001,111010814000,9999999999,3WL13504CB354GA2,3WL1,88.78,57.60,L011,2001-08-14 00:00:00.000
000491210814002,111010814001,9999999999,3WL13504CB374GN2ZC22K01K07,3WL1,0.00,0.00,L011,2001-08-14 00:00:00.000
000491210814003,111010814002,9999999999,3WL13634CB354GA2,3WL1,85.58,55.68,L011,2001-08-14 00:00:00.000
000491210814004,111010814001,9999999999,3WL13504CB374GN2ZC22K01K07,3WL1,86.63,52.76,L011,2001-08-14 00:00:00.000
000491210814005,000150239025,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,84.38,57.24,L007,2001-08-14 00:00:00.000
000491210815000,000150241272,75085553,3WL12202BB321GN4ZA20K07M06M26N61,3WL1,89.55,53.08,L007,2001-08-15 00:00:00.000
000491210815001,000150240817,75085320,3WL12202BB321AA2ZA20K07N61,3WL1,0.00,0.00,L007,2001-08-15 00:00:00.000
000491210815002,000150240818,75085320,3WL11122BB321AA2ZA20K07N61,3WL1,0.00,0.00,L001,2001-08-15 00:00:00.000
000491210815003,000150239025,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,81.55,54.56,L007,2001-08-15 00:00:00.000
000491210815004,000150241273,75085529,3WL11102CB361AA2ZA30,3WL1,0.00,0.00,L001,2001-08-15 00:00:00.000
000491210815005,111010815000,kuehe,3WL11102AA354GA2ZC22,3WL1,77.28,52.64,L001,2001-08-15 00:00:00.000
000491210816000,000150241275,75085623,3WL11162CB324GA2ZA30,3WL1,74.10,53.16,L001,2001-08-16 00:00:00.000
000491210816001,111010816000,9999999999,3WL13634CB354GN2,3WL1,92.66,55.72,L011,2001-08-16 00:00:00.000
000491210817000,000150241650,75085707,3WL12202CB321AA2ZA20K07N61,3WL1,0.00,0.00,L007,2001-08-17 00:00:00.000
000491210817001,000150230207,75080452,3WL11103AA366BA2ZA30,3WL1,74.63,55.00,L001,2001-08-17 00:00:00.000
000491210820000,111010820000,1234567899,3WL12324DG464GN2ZC22K07K01,3WL1,86.08,53.28,L009,2001-08-20 00:00:00.000
000491210820001,111010820001,1234567899,3WL12204DG464GN2ZC22K01K07,3WL1,82.08,59.88,L007,2001-08-20 00:00:00.000
000491210821000,000150239025,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,82.25,57.60,L007,2001-08-21 00:00:00.000
000491210821001,000150239025,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,80.75,56.40,L007,2001-08-21 00:00:00.000
000491210821002,000150239023,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,83.88,47.92,L007,2001-08-21 00:00:00.000
000491210821003,000150239023,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,74.70,54.24,L007,2001-08-21 00:00:00.000
000491210821004,000150239024,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,77.38,50.44,L007,2001-08-21 00:00:00.000
000491210821005,000150239024,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,76.31,52.65,L007,2001-08-21 00:00:00.000
000491210821006,000150239024,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,77.45,52.08,L007,2001-08-21 00:00:00.000
000491210821007,000150239024,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,74.82,51.36,L007,2001-08-21 00:00:00.000
000491210821008,000150239024,75084654,3WL12203CB361EA2ZC22K07M03M24,3WL1,77.33,51.68,L007,2001-08-21 00:00:00.000
000491210822000,111010822000,9999999999,3WL13634CB354GN2,3WL1,87.71,52.56,L011,2001-08-22 00:00:00.000
000491210822001,111010822001,9999999999,3WL13634CB354GN2,3WL1,89.86,58.96,L011,2001-08-22 00:00:00.000
000491210822002,000150238564,75083663,3WL11123DG321BA2ZC01M06M21S30,3WL1,74.00,54.76,L001,2001-08-22 00:00:00.000
000491210822003,000150236629,75083663,3WL11123DG321BA2ZC01M06M21S30,3WL1,72.72,56.20,L001,2001-08-22 00:00:00.000
000491210822004,000150236629,75083663,3WL11123DG321BA2ZC01M06M21S30,3WL1,75.47,53.00,L001,2001-08-22 00:00:00.000
000491210822005,000150243148,75085623,3WL11162CB324GA2ZA30,3WL1,72.47,52.60,L001,2001-08-22 00:00:00.000
000491210823000,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,74.30,53.56,L007,2001-08-23 00:00:00.000
000491210823001,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,75.38,47.92,L007,2001-08-23 00:00:00.000
000491210823002,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,73.00,47.08,L007,2001-08-23 00:00:00.000
000491210823003,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,76.35,52.68,L007,2001-08-23 00:00:00.000
000491210823004,000150244005,75086659,3WL12324CB351GA2ZB25,3WL1,0.00,52.76,L009,2001-08-23 00:00:00.000
000491210823005,000150244008,9250003219,3WL11063AA341AA2ZA30,3WL1,0.00,0.00,L001,2001-08-23 00:00:00.000
000491210823006,000150242381,75086123,3WL12323CB321AA2,3WL1,0.00,0.00,L009,2001-08-23 00:00:00.000
000491210824000,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,73.82,52.64,L007,2001-08-24 00:00:00.000
000491210824001,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,78.13,53.48,L007,2001-08-24 00:00:00.000
000491210824002,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,78.57,51.84,L007,2001-08-24 00:00:00.000
000491210824003,000150239026,75084654,3WL12163CB361EA2ZC22K07M03M24,3WL1,75.23,49.80,L007,2001-08-24 00:00:00.000
000491210824004,000150242380,75086123,3WL12253CB321AA2,3WL1,0.00,0.00,L007,2001-08-24 00:00:00.000
000491210824005,000150242380,75086123,3WL12253CB321AA2,3WL1,0.00,0.00,L007,2001-08-24 00:00:00.000
000491210827000,000150242379,75086123,3WL12203CB321AA2,3WL1,0.00,0.00,L007,2001-08-27 00:00:00.000
000491210827001,000150244017,75086450,3WL12203BB321AA2ZA20K07N61,3WL1,0.00,0.00,L007,2001-08-27 00:00:00.000
000491210827002,000150242379,75086123,3WL12203CB321AA2,3WL1,0.00,0.00,L007,2001-08-27 00:00:00.000
000491210829000,000150238179,75084306,3WL11102CB366BA2ZA30,3WL1,0.00,0.00,L001,2001-08-29 00:00:00.000
000491210829001,000150238179,75084306,3WL11102CB366BA2ZA30,3WL1,75.50,54.64,L001,2001-08-29 00:00:00.000
000491210830000,111010830000,1234567899,3WL12254CB454GA2,3WL1,0.00,0.00,L007,2001-08-30 00:00:00.000
000491210830001,000150240818,75085320,3WL11122BB321AA2ZA20K07N61,3WL1,0.00,0.00,L001,2001-08-30 00:00:00.000
000491210830002,000150242351,75084348,3WL11122CB384BA4ZK07,3WL1,74.15,51.20,L001,2001-08-30 00:00:00.000
000491210830003,000150242354,75084348,3WL11122CB384BA4ZK07,3WL1,71.18,53.60,L001,2001-08-30 00:00:00.000
000491210830004,000150242350,75084348,3WL11122CB384BA4ZK07,3WL1,73.27,52.84,L001,2001-08-30 00:00:00.000
000491210831000,000150245878,75084348,3WL11122CB384BA2ZK07,3WL1,72.15,52.24,L001,2001-08-31 00:00:00.000
000491210831001,000150245879,75084348,3WL11122CB384BA2ZK07,3WL1,73.43,53.88,L001,2001-08-31 00:00:00.000
000491210831002,000150245436,75087184,3WL11062AA351AA2ZA30,3WL1,0.00,0.00,L001,2001-08-31 00:00:00.000
000491210831003,111010831000,9999999999,3WL12254CB454AA2,3WL1,77.90,0.00,L007,2001-08-31 00:00:00.000
000491210903000,000150245440,75087130,3WL12202CB361GN4ZA20K07M06M26,3WL1,83.11,49.36,L007,2001-09-03 00:00:00.000
000491210903001,000150242912,75086143,3WL11162CB361AA2ZA20K07,3WL1,0.00,0.00,L001,2001-09-03 00:00:00.000
000491210903002,111010903000,1234567899,3WL12254CB424GA2,3WL1,82.55,52.56,L007,2001-09-03 00:00:00.000
000491210903003,111010515000,1234567899,3WL11102CB364GA2,3WL1,73.60,50.16,L001,2001-09-03 00:00:00.000
000491210904000,111010509001,1234567899,3WL12253CB454GN4,3WL1,0.00,0.00,L007,2001-09-04 00:00:00.000
000491210904001,000150245441,75087133,3WL12324BB361GA2ZA20K07,3WL1,0.00,53.16,L009,2001-09-04 00:00:00.000
000491210904002,000150242355,75084348,3WL11122AA384BA4,3WL1,76.50,53.68,L001,2001-09-04 00:00:00.000
000491210905000,111010905000,9999999999,3WL12254CB424GA2,3WL1,0.00,0.00,L007,2001-09-05 00:00:00.000
000491210905001,000150244296,75086906,3WL11082BB321GA2ZA20K07,3WL1,0.00,51.52,L001,2001-09-05 00:00:00.000
000491210905002,000150244296,75086906,3WL11082BB321GA2ZA20K07,3WL1,0.00,56.48,L001,2001-09-05 00:00:00.000
000491210905003,111010905000,9999999999,3WL12254CB424GA2,3WL1,85.95,54.96,L007,2001-09-05 00:00:00.000
000491210906000,000150244297,75086906,3WL11162BB321GA2ZA20K07,3WL1,0.00,51.84,L001,2001-09-06 00:00:00.000
000491210906001,000150244297,75086906,3WL11162BB321GA2ZA20K07,3WL1,0.00,52.28,L001,2001-09-06 00:00:00.000
000491210906002,000150244297,75086906,3WL11162BB321GA2ZA20K07,3WL1,0.00,50.16,L001,2001-09-06 00:00:00.000
000491210906005,111010905001,9999999999,3WL13634DG474GA2ZK07K01,3WL1,0.00,0.00,L011,2001-09-06 00:00:00.000
000491210906006,000150244611,75087047,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-06 00:00:00.000
000491210906007,000150244611,75087047,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-06 00:00:00.000
000491210906008,000150244611,75087047,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-06 00:00:00.000
000491210906009,000150244611,75087047,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-06 00:00:00.000
000491210907001,000150230186,75078313,3WL11063AA466BJ4ZA30,3WL1,74.85,52.36,L001,2001-09-07 00:00:00.000
000491210907002,111010906000,1111111111,3WL11102CB324GA2,3WL1,70.00,52.36,L001,2001-09-07 00:00:00.000
000491210907003,000150244610,75087046,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-07 00:00:00.000
000491210907004,000150244610,75087046,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-07 00:00:00.000
000491210907005,000150242911,75086144,3WL11163CB361AA2ZA20K07,3WL1,0.00,0.00,L001,2001-09-07 00:00:00.000
000491210907006,000150245439,75087216,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-07 00:00:00.000
000491210907007,000150245439,75087216,3WL11063AA341AA2,3WL1,0.00,0.00,L001,2001-09-07 00:00:00.000
000491210910000,000150244026,75086708,3WL11062CB361AA2ZA20K07,3WL1,0.00,0.00,L001,2001-09-10 00:00:00.000
000491210910001,000150244016,75086450,3WL11123CB321AA2ZA20K07N61,3WL1,0.00,0.00,L001,2001-09-10 00:00:00.000
000491210910002,111010910000,9999999999,3WL12254CB424GA2,3WL1,83.75,59.52,L007,2001-09-10 00:00:00.000
000491210910003,000150245450,75087139,3WL12122BB321GS2ZA20C01C12C22C26K01K07K13M06,3WL1,0.00,0.00,L007,2001-09-10 00:00:00.000
000491210911000,000150242358,75086085,3WL11062CB361AA2ZA20K07,3WL1,0.00,0.00,L001,2001-09-11 00:00:00.000
000491210911001,000150245881,75087491,3WL11162BB321GN2ZA20C01K07M06M26N61,3WL1,0.00,0.00,L001,2001-09-11 00:00:00.000
000491210911002,000150247545,75088175,3WL11162BB461GA2ZK07A20,3WL1,0.00,0.00,L001,2001-09-11 00:00:00.000
000491210911003,000150247545,75088175,3WL11162BB461GA2ZK07A20,3WL1,0.00,0.00,L001,2001-09-11 00:00:00.000
000491210912000,000150245881,75087491,3WL11162BB321GN2ZA20C01K07M06M26N61,3WL1,81.55,55.24,L001,2001-09-12 00:00:00.000
000491210912001,000150242374,75086123,3WL11063CB321AA2,3WL1,0.00,0.00,L001,2001-09-12 00:00:00.000
000491210912002,000150242374,75086123,3WL11063CB321AA2,3WL1,0.00,0.00,L001,2001-09-12 00:00:00.000
000491210912003,000150242374,75086123,3WL11063CB321AA2,3WL1,0.00,0.00,L001,2001-09-12 00:00:00.000
000491210912004,111010912000,1234567899,3WL12323CB364GN2ZC22K07K01,3WL1,77.59,50.92,L009,2001-09-12 00:00:00.000
000491210913000,000150247547,75088300,3WL12252AA361AA2,3WL1,0.00,0.00,L007,2001-09-13 00:00:00.000
000491210913001,000150247547,75088300,3WL12252AA361AA2,3WL1,0.00,0.00,L007,2001-09-13 00:00:00.000
000491210913002,000150247549,75088300,3WL11163DG361AA2,3WL1,0.00,0.00,L001,2001-09-13 00:00:00.000
000491210913003,000150247549,75088300,3WL11163DG361AA2,3WL1,0.00,0.00,L001,2001-09-13 00:00:00.000
000491210913004,000150247548,75088300,3WL12202DG361AA2,3WL1,0.00,0.00,L007,2001-09-13 00:00:00.000
000491210913005,000150247546,75088332,3WL12324CB361GA2,3WL1,0.00,51.32,L009,2001-09-13 00:00:00.000
000491210913006,000150247546,75088332,3WL12324CB361GA2,3WL1,0.00,50.88,L009,2001-09-13 00:00:00.000
000491210914000,111010914000,123456789,3WL12252CB364GN2ZC22K07K01,3WL1,0.00,0.00,L007,2001-09-14 00:00:00.000
000491210914001,000150247546,75088332,3WL12324CB361GA2,3WL1,0.00,52.80,L009,2001-09-14 00:00:00.000
000491210914002,000150247548,75088300,3WL12202DG361AA2,3WL1,0.00,0.00,L007,2001-09-14 00:00:00.000
000491210914003,000150242374,75086123,3WL11063CB321AA2,3WL1,0.00,0.00,L001,2001-09-14 00:00:00.000
000491210914004,111010914000,123456789,3WL12252CB364GN2ZC22K07K01,3WL1,80.11,52.60,L007,2001-09-14 00:00:00.000
000491210914005,000150251067,75089748,3WL11162CB464GN2ZA30,3WL1,0.00,0.00,L001,2001-09-14 00:00:00.000
000491210914006,000150250540,75089580,3WL12202EB363GA2,3WL1,83.93,52.40,L007,2001-09-14 00:00:00.000
000491210915000,000150251067,75089748,3WL11162CB464GN2ZA30,3WL1,71.82,49.48,L001,2001-09-15 00:00:00.000
000491210915001,000150245451,75087322,3WL12323AA461AA2ZA20,3WL1,0.00,0.00,L009,2001-09-15 00:00:00.000
000491210918000,000150248047,75088331,3WL12324CB361GA2,3WL1,0.00,49.92,L009,2001-09-18 00:00:00.000
000491210918001,000150248047,75088331,3WL12324CB361GA2,3WL1,0.00,51.84,L009,2001-09-18 00:00:00.000
