ID_Number_Seal,Production_Order,SAP_NO,MLFB,PRODUCT_TYPE,OPENING_TIME_NOM,CLOSING_TIME_NOM,BREAKER_LIFE_TYPE_ID,CREATE_DATE
000491210404000,111010404001,1234567899,3WL12084DG452GA2ZB02,3WL1,0.00,0.00,L007,2001-04-04 00:00:00.000
000491210404001,111010404002,1234567899,3WL12204CB452GA2,3WL1,0.00,0.00,L007,2001-04-04 00:00:00.000
000491210404002,111010403002,1234567899,3WL11163AA321AA2ZA30,3WL1,0.00,0.00,L001,2001-04-04 00:00:00.000
000491210405000,111010329001,1234567899,3WL11163DG364GN2,3WL1,0.00,0.00,L001,2001-04-05 00:00:00.000
000491210405001,111010313001,1234567890,3WL12204DG452GA2,3WL1,0.00,0.00,L007,2001-04-05 00:00:00.000
000491210405002,111010404001,1234567899,3WL12084DG452GA2ZB02,3WL1,83.37,53.40,L007,2001-04-05 00:00:00.000
000491210405003,111010329001,1234567899,3WL11163DG364GN2,3WL1,72.24,49.20,L001,2001-04-05 00:00:00.000
000491210405004,111010313001,1234567890,3WL12204DG452GA2,3WL1,81.17,54.40,L007,2001-04-05 00:00:00.000
000491210405006,111010405001,1234567899,3WL12203AA361AA2ZA30,3WL1,0.00,0.00,L007,2001-04-05 00:00:00.000
000491210406000,111010329003,1234567899,3WL11062AA321AA2ZA30,3WL1,0.00,0.00,L001,2001-04-06 00:00:00.000
000491210406001,111010406001,1234567899,3WL11062AA364GN2ZA30C22C20C10,3WL1,0.00,0.00,L001,2001-04-06 00:00:00.000
000491210406002,111010406001,1234567899,3WL11062AA364GN2ZA30C22C20C10,3WL1,0.00,0.00,L001,2001-04-06 00:00:00.000
000491210406003,111010406001,1234567899,3WL11062AA364GN2ZA30C22C20C10,3WL1,75.08,54.20,L001,2001-04-06 00:00:00.000
000491210409000,111010409001,1234567899,3WL11062AA324BB2ZA30,3WL1,0.00,0.00,L001,2001-04-09 00:00:00.000
000491210409001,111010409002,1234567899,3WL11062AA364BB2ZA30,3WL1,75.63,58.70,L001,2001-04-09 00:00:00.000
000491210409002,111010409001,1234567899,3WL11062AA324BB2ZA30,3WL1,0.00,0.00,L001,2001-04-09 00:00:00.000
000491210409003,111010409003,1234567899,3WL12204CB374GA2,3WL1,80.20,53.10,L007,2001-04-09 00:00:00.000
000491210409004,111010409003,1234567899,3WL12204CB374GA2,3WL1,83.97,54.40,L007,2001-04-09 00:00:00.000
000491210410000,111010410001,1234567899,3WL11163CB353GA0,3WL1,74.63,54.05,L001,2001-04-10 00:00:00.000
000491210410001,111010410002,1234567899,3WL11162FG361AA2ZA30F02,3WL1,0.00,0.00,L001,2001-04-10 00:00:00.000
000491210410003,111010410002,1234567899,3WL11162FG361AA2ZA30F02,3WL1,0.00,0.00,L001,2001-04-10 00:00:00.000
000491210411000,111010409001,1234567899,3WL11062AA324BB2ZA30,3WL1,77.11,59.90,L001,2001-04-11 00:00:00.000
000491210411001,111010411001,1234567899,3WL11163CB353GA0,3WL1,74.54,52.15,L001,2001-04-11 00:00:00.000
000491210412000,111010329002,1234567899,3WL12324DG474GA2,3WL1,0.00,0.00,L009,2001-04-12 00:00:00.000
000491210412001,111010412001,1234567899,3WL12203AA354GA2ZA30,3WL1,0.00,0.00,L007,2001-04-12 00:00:00.000
000491210412002,111010412002,1234567899,3WL12203CB353GA0,3WL1,80.40,56.00,L007,2001-04-12 00:00:00.000
000491210417000,111010415001,1234567899,3WL11062AA364BB2ZA30,3WL1,0.00,0.00,L001,2001-04-17 00:00:00.000
000491210418000,111010415001,1234567899,3WL11062AA364BB2ZA30,3WL1,78.43,54.95,L001,2001-04-18 00:00:00.000
000491210418001,111010404001,1234567899,3WL12084DG452GA2ZB02,3WL1,77.60,52.20,L007,2001-04-18 00:00:00.000
000491210419000,111010419001,1233456789,3WL12324AA321AA2ZA30,3WL1,0.00,0.00,L009,2001-04-19 00:00:00.000
000491210420000,111010420001,1234567899,3WL11162CB461AA2ZA30,3WL1,0.00,0.00,L001,2001-04-20 00:00:00.000
000491210420001,111010420001,1234567899,3WL11162CB461AA2ZA30,3WL1,0.00,0.00,L001,2001-04-20 00:00:00.000
000491210420002,111010420001,1234567899,3WL11162CB461AA2ZA30,3WL1,0.00,0.00,L001,2001-04-20 00:00:00.000
000491210423000,111010419001,1233456789,3WL12324AA321AA2ZA30,3WL1,0.00,0.00,L009,2001-04-23 00:00:00.000
000491210427000,111010409001,1234567899,3WL11062AA324BB2ZA30,3WL1,75.23,56.80,L001,2001-04-27 00:00:00.000
000491210427001,111010427001,1234567899,3WL12254CB353GA0,3WL1,79.46,53.15,L007,2001-04-27 00:00:00.000
000491210502000,111010502001,1234567899,3WL11163CB354GA2,3WL1,0.00,0.00,L001,2001-05-02 00:00:00.000
000491210503000,111010503000,1234567899,3WL11163CB354GA2,3WL1,74.89,56.65,L001,2001-05-03 00:00:00.000
000491210503001,111010502001,1234567899,3WL11163CB354GA2,3WL1,75.66,56.30,L001,2001-05-03 00:00:00.000
000491210503002,111010503001,1234567899,3WL11063CB354GN2ZB03,3WL1,76.19,54.60,L001,2001-05-03 00:00:00.000
000491210504000,111010504000,1234567899,3WL11163CB354GA2,3WL1,75.00,54.35,L001,2001-05-04 00:00:00.000
000491210504001,111010504001,1234567899,3WL11063CB354GN2ZB03,3WL1,76.67,49.40,L001,2001-05-04 00:00:00.000
000491210504002,111010504002,1234567899,3WL11062CB354GN2ZB03,3WL1,86.28,52.70,L001,2001-05-04 00:00:00.000
000491210509000,111010509001,1234567899,3WL12253CB454GN4,3WL1,88.13,52.05,L007,2001-05-09 00:00:00.000
000491210510000,111010510000,1234567896,3WL11163AA351AA2,3WL1,0.00,0.00,L001,2001-05-10 00:00:00.000
000491210510001,111010510001,1234567899,3WL11103AA351AA2,3WL1,0.00,0.00,L001,2001-05-10 00:00:00.000
000491210510002,111010510002,1234567899,3WL12322AA351AA2,3WL1,0.00,0.00,L009,2001-05-10 00:00:00.000
000491210510003,111010510003,1234567899,3WL12322AA351AA2,3WL1,0.00,0.00,L009,2001-05-10 00:00:00.000
000491210510004,111010510004,1234567899,3WL12323AA351AA2,3WL1,0.00,0.00,L009,2001-05-10 00:00:00.000
000491210511000,111010511000,1234567899,3WL12252DG323GA2,3WL1,78.34,52.70,L007,2001-05-11 00:00:00.000
000491210515000,111010515000,1234567899,3WL11102CB364GA2,3WL1,73.57,53.50,L001,2001-05-15 00:00:00.000
000491210516000,111010516001,tip-leipzi,3WL11162AA351AA2ZA30,3WL1,0.00,0.00,L001,2001-05-16 00:00:00.000
000491210517000,111010516002,nÃ¼rn/grupa,3WL11162AA351AA2ZA30,3WL1,0.00,0.00,L001,2001-05-17 00:00:00.000
000491210517001,111010517001,dÃ¤nemark11,3WL11102FG355GN2ZA30F02F04,3WL1,74.92,53.05,L001,2001-05-17 00:00:00.000
